Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,,,10,11.553,24.47,21.959,10.6,70.337,41.24
,,,,,,25,11.376,24.09,8.886,4.29,81.996,48.08
,,,,,,50,11.690,24.76,4.919,2.38,88.472,51.88
,,,,,,100,12.614,26.71,3.573,1.73,97.212,57.0
,,,,,,200,14.202,30.08,4.175,2.02,109.317,64.1
,,,,3,"[0, 0]",5,14.111,29.88,43.883,21.19,68.881,40.39
,,,,,,10,11.553,24.47,21.959,10.6,70.337,41.24
,,,,,,25,11.376,24.09,8.886,4.29,81.996,48.08
,,,,,,50,11.690,24.76,4.919,2.38,88.472,51.88
,,,,,,100,12.614,26.71,3.573,1.73,97.212,57.0
,,,,,,200,14.202,30.08,4.175,2.02,109.317,64.1
,,,,5,"[0, 0]",5,14.111,29.88,43.883,21.19,68.881,40.39
,,,,,,10,11.553,24.47,21.959,10.6,70.337,41.24
,,,,,,25,11.376,24.09,8.886,4.29,81.996,48.08
,,,,,,50,11.690,24.76,4.919,2.38,88.472,51.88
,,,,,,100,12.614,26.71,3.573,1.73,97.212,57.0
,,,,,,200,14.202,30.08,4.175,2.02,109.317,64.1
,,,,10,"[0, 0]",5,14.111,29.88,43.883,21.19,68.881,40.39
,,,,,,10,11.553,24.47,21.959,10.6,70.337,41.24
,,,,,,25,11.376,24.09,8.886,4.29,81.996,48.08
,,,,,,50,11.690,24.76,4.919,2.38,88.472,51.88
,,,,,,100,12.614,26.71,3.573,1.73,97.212,57.0
,,,,,,200,14.202,30.08,4.175,2.02,109.317,64.1
,,,,15,"[0, 1]",5,11.024,23.35,43.883,21.19,44.185,25.91
,,,,,,10,7.851,16.63,21.959,10.6,40.727,23.88
,,,,,,25,8.436,17.86,8.886,4.29,58.476,34.29
,,,,,,50,8.603,18.22,4.919,2.38,63.776,37.39
,,,,,,100,8.802,18.64,3.573,1.73,66.720,39.12
,,,,,,200,9.675,20.49,4.175,2.02,73.099,42.86
,,,,20,"[0, 1]",5,11.024,23.35,43.883,21.19,44.185,25.91
,,,,,,10,7.851,16.63,21.959,10.6,40.727,23.88
,,,,,,25,8.436,17.86,8.886,4.29,58.476,34.29
,,,,,,50,8.603,18.22,4.919,2.38,63.776,37.39
,,,,,,100,8.802,18.64,3.573,1.73,66.720,39.12
,,,,,,200,9.675,20.49,4.175,2.02,73.099,42.86
,,,,30,"[0, 1]",5,11.024,23.35,43.883,21.19,44.185,25.91
,,,,,,10,7.851,16.63,21.959,10.6,40.727,23.88
,,,,,,25,8.436,17.86,8.886,4.29,58.476,34.29
,,,,,,50,8.603,18.22,4.919,2.38,63.776,37.39
,,,,,,100,8.802,18.64,3.573,1.73,66.720,39.12
,,,,,,200,9.675,20.49,4.175,2.02,73.099,42.86
,,,CoderAPCA,0,"[0, 0]",5,12.564,26.61,48.740,23.54,51.646,30.28
,,,,,,10,7.664,16.23,25.599,12.36,35.586,20.87
,,,,,,25,4.695,9.94,10.736,5.18,26.695,15.65
,,,,,,50,3.830,8.11,5.612,2.71,24.900,14.6
,,,,,,100,3.471,7.35,2.928,1.41,24.717,14.49
,,,,,,200,3.350,7.09,1.525,0.74,25.146,14.74
,,,,3,"[0, 0]",5,12.564,26.61,48.740,23.54,51.646,30.28
,,,,,,10,7.664,16.23,25.599,12.36,35.586,20.87
,,,,,,25,4.695,9.94,10.736,5.18,26.695,15.65
,,,,,,50,3.830,8.11,5.612,2.71,24.900,14.6
,,,,,,100,3.471,7.35,2.928,1.41,24.717,14.49
,,,,,,200,3.350,7.09,1.525,0.74,25.146,14.74
,,,,5,"[0, 0]",5,12.564,26.61,48.740,23.54,51.646,30.28
,,,,,,10,7.664,16.23,25.599,12.36,35.586,20.87
,,,,,,25,4.695,9.94,10.736,5.18,26.695,15.65
,,,,,,50,3.830,8.11,5.612,2.71,24.900,14.6
,,,,,,100,3.471,7.35,2.928,1.41,24.717,14.49
,,,,,,200,3.350,7.09,1.525,0.74,25.146,14.74
,,,,10,"[0, 0]",5,12.564,26.61,48.740,23.54,51.646,30.28
,,,,,,10,7.664,16.23,25.599,12.36,35.586,20.87
,,,,,,25,4.695,9.94,10.736,5.18,26.695,15.65
,,,,,,50,3.830,8.11,5.612,2.71,24.900,14.6
,,,,,,100,3.471,7.35,2.928,1.41,24.717,14.49
,,,,,,200,3.350,7.09,1.525,0.74,25.146,14.74
,,,,15,"[0, 1]",5,11.410,24.16,48.740,23.54,42.415,24.87
,,,,,,10,6.235,13.2,25.599,12.36,24.156,14.16
,,,,,,25,2.989,6.33,10.736,5.18,13.053,7.65
,,,,,,50,1.960,4.15,5.612,2.71,9.940,5.83
,,,,,,100,1.482,3.14,2.928,1.41,8.799,5.16
,,,,,,200,1.251,2.65,1.525,0.74,8.360,4.9
,,,,20,"[0, 1]",5,11.410,24.16,48.740,23.54,42.415,24.87
,,,,,,10,6.235,13.2,25.599,12.36,24.156,14.16
,,,,,,25,2.989,6.33,10.736,5.18,13.053,7.65
,,,,,,50,1.960,4.15,5.612,2.71,9.940,5.83
,,,,,,100,1.482,3.14,2.928,1.41,8.799,5.16
,,,,,,200,1.251,2.65,1.525,0.74,8.360,4.9
,,,,30,"[0, 1]",5,11.410,24.16,48.740,23.54,42.415,24.87
,,,,,,10,6.235,13.2,25.599,12.36,24.156,14.16
,,,,,,25,2.989,6.33,10.736,5.18,13.053,7.65
,,,,,,50,1.960,4.15,5.612,2.71,9.940,5.83
,,,,,,100,1.482,3.14,2.928,1.41,8.799,5.16
,,,,,,200,1.251,2.65,1.525,0.74,8.360,4.9
,,,CoderCA,0,"[0, 0]",5,20.883,44.22,81.240,39.23,85.697,50.25
,,,,,,10,13.782,29.19,46.536,22.47,63.594,37.29
,,,,,,25,8.649,18.32,20.636,9.96,48.431,28.4
,,,,,,50,7.012,14.85,10.994,5.31,44.980,26.37
,,,,,,100,6.299,13.34,5.808,2.8,44.457,26.07
,,,,,,200,6.037,12.78,3.050,1.47,45.122,26.46
,,,,3,"[0, 0]",5,20.883,44.22,81.240,39.23,85.697,50.25
,,,,,,10,13.782,29.19,46.536,22.47,63.594,37.29
,,,,,,25,8.649,18.32,20.636,9.96,48.431,28.4
,,,,,,50,7.012,14.85,10.994,5.31,44.980,26.37
,,,,,,100,6.299,13.34,5.808,2.8,44.457,26.07
,,,,,,200,6.037,12.78,3.050,1.47,45.122,26.46
,,,,5,"[0, 0]",5,20.883,44.22,81.240,39.23,85.697,50.25
,,,,,,10,13.782,29.19,46.536,22.47,63.594,37.29
,,,,,,25,8.649,18.32,20.636,9.96,48.431,28.4
,,,,,,50,7.012,14.85,10.994,5.31,44.980,26.37
,,,,,,100,6.299,13.34,5.808,2.8,44.457,26.07
,,,,,,200,6.037,12.78,3.050,1.47,45.122,26.46
,,,,10,"[0, 0]",5,20.883,44.22,81.240,39.23,85.697,50.25
,,,,,,10,13.782,29.19,46.536,22.47,63.594,37.29
,,,,,,25,8.649,18.32,20.636,9.96,48.431,28.4
,,,,,,50,7.012,14.85,10.994,5.31,44.980,26.37
,,,,,,100,6.299,13.34,5.808,2.8,44.457,26.07
,,,,,,200,6.037,12.78,3.050,1.47,45.122,26.46
,,,,15,"[0, 1]",5,19.931,42.21,81.240,39.23,78.081,45.78
,,,,,,10,12.873,27.26,46.536,22.47,56.322,33.02
,,,,,,25,7.685,16.27,20.636,9.96,40.717,23.87
,,,,,,50,5.967,12.64,10.994,5.31,36.620,21.47
,,,,,,100,5.186,10.98,5.808,2.8,35.553,20.85
,,,,,,200,4.877,10.33,3.050,1.47,35.838,21.01
,,,,20,"[0, 1]",5,19.931,42.21,81.240,39.23,78.081,45.78
,,,,,,10,12.873,27.26,46.536,22.47,56.322,33.02
,,,,,,25,7.685,16.27,20.636,9.96,40.717,23.87
,,,,,,50,5.967,12.64,10.994,5.31,36.620,21.47
,,,,,,100,5.186,10.98,5.808,2.8,35.553,20.85
,,,,,,200,4.877,10.33,3.050,1.47,35.838,21.01
,,,,30,"[0, 1]",5,19.931,42.21,81.240,39.23,78.081,45.78
,,,,,,10,12.873,27.26,46.536,22.47,56.322,33.02
,,,,,,25,7.685,16.27,20.636,9.96,40.717,23.87
,,,,,,50,5.967,12.64,10.994,5.31,36.620,21.47
,,,,,,100,5.186,10.98,5.808,2.8,35.553,20.85
,,,,,,200,4.877,10.33,3.050,1.47,35.838,21.01
,voltage_10.csv,3.464,CoderBasic,,,,13.439,100,58.888,100,48.496,100
,,,CoderPCA,0,"[0, 0]",5,6.946,51.69,12.525,21.27,42.917,88.5
,,,,,,10,6.766,50.35,6.297,10.69,47.709,98.38
,,,,,,25,6.435,47.88,2.723,4.62,48.635,100.29
,,,,,,50,6.272,46.67,1.481,2.51,48.566,100.14
,,,,,,100,6.295,46.84,1.701,2.89,48.531,100.07
,,,,,,200,6.254,46.54,1.395,2.37,48.514,100.04
,,,,3,"[0, 0]",5,6.946,51.69,12.525,21.27,42.917,88.5
,,,,,,10,6.766,50.35,6.297,10.69,47.709,98.38
,,,,,,25,6.435,47.88,2.723,4.62,48.635,100.29
,,,,,,50,6.272,46.67,1.481,2.51,48.566,100.14
,,,,,,100,6.295,46.84,1.701,2.89,48.531,100.07
,,,,,,200,6.254,46.54,1.395,2.37,48.514,100.04
,,,,5,"[0, 1]",5,3.670,27.31,12.525,21.27,16.709,34.45
,,,,,,10,3.349,24.92,6.297,10.69,20.367,42.0
,,,,,,25,6.183,46.01,2.723,4.62,46.619,96.13
,,,,,,50,6.272,46.67,1.481,2.51,48.566,100.14
,,,,,,100,6.295,46.84,1.701,2.89,48.531,100.07
,,,,,,200,6.254,46.54,1.395,2.37,48.514,100.04
,,,,10,"[0, 2]",5,3.299,24.55,12.525,21.27,13.741,28.33
,,,,,,10,2.482,18.47,6.297,10.69,13.437,27.71
,,,,,,25,4.797,35.69,2.723,4.62,35.531,73.27
,,,,,,50,6.100,45.39,1.481,2.51,47.194,97.32
,,,,,,100,6.295,46.84,1.701,2.89,48.531,100.07
,,,,,,200,6.254,46.54,1.395,2.37,48.514,100.04
,,,,15,"[0, 2]",5,3.299,24.55,12.525,21.27,13.741,28.33
,,,,,,10,2.482,18.47,6.297,10.69,13.437,27.71
,,,,,,25,4.797,35.69,2.723,4.62,35.531,73.27
,,,,,,50,6.100,45.39,1.481,2.51,47.194,97.32
,,,,,,100,6.295,46.84,1.701,2.89,48.531,100.07
,,,,,,200,6.254,46.54,1.395,2.37,48.514,100.04
,,,,20,"[0, 3]",5,3.159,23.51,12.525,21.27,12.621,26.02
,,,,,,10,2.167,16.12,6.297,10.69,10.917,22.51
,,,,,,25,2.949,21.94,2.723,4.62,20.747,42.78
,,,,,,50,5.843,43.48,1.481,2.51,45.136,93.07
,,,,,,100,6.295,46.84,1.701,2.89,48.531,100.07
,,,,,,200,6.254,46.54,1.395,2.37,48.514,100.04
,,,,30,"[0, 5]",5,2.970,22.1,12.525,21.27,11.109,22.91
,,,,,,10,1.837,13.67,6.297,10.69,8.271,17.06
,,,,,,25,2.151,16.01,2.723,4.62,14.363,29.62
,,,,,,50,4.042,30.08,1.481,2.51,30.730,63.37
,,,,,,100,6.121,45.55,1.701,2.89,47.145,97.21
,,,,,,200,6.254,46.54,1.395,2.37,48.514,100.04
,,,CoderAPCA,0,"[0, 0]",5,4.689,34.89,13.860,23.54,23.528,48.52
,,,,,,10,3.746,27.87,7.287,12.37,22.554,46.51
,,,,,,25,3.336,24.82,3.058,5.19,23.503,48.46
,,,,,,50,3.309,24.62,1.610,2.73,24.740,51.01
,,,,,,100,3.368,25.06,840,1.43,25.977,53.57
,,,,,,200,3.474,25.85,450,0.76,27.214,56.12
,,,,3,"[0, 0]",5,4.689,34.89,13.860,23.54,23.528,48.52
,,,,,,10,3.746,27.87,7.287,12.37,22.554,46.51
,,,,,,25,3.336,24.82,3.058,5.19,23.503,48.46
,,,,,,50,3.309,24.62,1.610,2.73,24.740,51.01
,,,,,,100,3.368,25.06,840,1.43,25.977,53.57
,,,,,,200,3.474,25.85,450,0.76,27.214,56.12
,,,,5,"[0, 1]",5,3.489,25.96,13.860,23.54,13.923,28.71
,,,,,,10,2.130,15.85,7.287,12.37,9.630,19.86
,,,,,,25,1.429,10.63,3.058,5.19,8.246,17.0
,,,,,,50,1.287,9.58,1.610,2.73,8.560,17.65
,,,,,,100,1.244,9.26,840,1.43,8.988,18.53
,,,,,,200,1.249,9.29,450,0.76,9.416,19.42
,,,,10,"[0, 2]",5,3.319,24.7,13.860,23.54,12.563,25.91
,,,,,,10,1.874,13.94,7.287,12.37,7.578,15.63
,,,,,,25,1.023,7.61,3.058,5.19,4.997,10.3
,,,,,,50,817,6.08,1.610,2.73,4.800,9.9
,,,,,,100,743,5.53,840,1.43,4.977,10.26
,,,,,,200,724,5.39,450,0.76,5.214,10.75
,,,,15,"[0, 2]",5,3.319,24.7,13.860,23.54,12.563,25.91
,,,,,,10,1.874,13.94,7.287,12.37,7.578,15.63
,,,,,,25,1.023,7.61,3.058,5.19,4.997,10.3
,,,,,,50,817,6.08,1.610,2.73,4.800,9.9
,,,,,,100,743,5.53,840,1.43,4.977,10.26
,,,,,,200,724,5.39,450,0.76,5.214,10.75
,,,,20,"[0, 3]",5,3.265,24.29,13.860,23.54,12.138,25.03
,,,,,,10,1.806,13.44,7.287,12.37,7.038,14.51
,,,,,,25,904,6.73,3.058,5.19,4.047,8.35
,,,,,,50,652,4.85,1.610,2.73,3.480,7.18
,,,,,,100,567,4.22,840,1.43,3.570,7.36
,,,,,,200,537,4.0,450,0.76,3.718,7.67
,,,,30,"[0, 5]",5,3.229,24.03,13.860,23.54,11.849,24.43
,,,,,,10,1.743,12.97,7.287,12.37,6.534,13.47
,,,,,,25,806,6.0,3.058,5.19,3.268,6.74
,,,,,,50,504,3.75,1.610,2.73,2.300,4.74
,,,,,,100,394,2.93,840,1.43,2.184,4.5
,,,,,,200,355,2.64,450,0.76,2.266,4.67
,,,CoderCA,0,"[0, 0]",5,7.228,53.78,23.120,39.26,34.578,71.3
,,,,,,10,5.949,44.27,13.230,22.47,34.236,70.6
,,,,,,25,5.218,38.83,5.896,10.01,35.720,73.66
,,,,,,50,5.107,38.0,3.128,5.31,37.600,77.53
,,,,,,100,5.161,38.4,1.680,2.85,39.480,81.41
,,,,,,200,5.298,39.42,900,1.53,41.360,85.29
,,,,3,"[0, 0]",5,7.228,53.78,23.120,39.26,34.578,71.3
,,,,,,10,5.949,44.27,13.230,22.47,34.236,70.6
,,,,,,25,5.218,38.83,5.896,10.01,35.720,73.66
,,,,,,50,5.107,38.0,3.128,5.31,37.600,77.53
,,,,,,100,5.161,38.4,1.680,2.85,39.480,81.41
,,,,,,200,5.298,39.42,900,1.53,41.360,85.29
,,,,5,"[0, 1]",5,5.596,41.64,23.120,39.26,21.522,44.38
,,,,,,10,3.573,26.59,13.230,22.47,15.228,31.4
,,,,,,25,2.311,17.2,5.896,10.01,12.464,25.7
,,,,,,50,1.992,14.82,3.128,5.31,12.680,26.15
,,,,,,100,1.900,14.14,1.680,2.85,13.398,27.63
,,,,,,200,1.883,14.01,900,1.53,14.036,28.94
,,,,10,"[0, 2]",5,5.443,40.5,23.120,39.26,20.298,41.85
,,,,,,10,3.265,24.29,13.230,22.47,12.762,26.32
,,,,,,25,1.750,13.02,5.896,10.01,7.980,16.45
,,,,,,50,1.242,9.24,3.128,5.31,6.680,13.77
,,,,,,100,1.066,7.93,1.680,2.85,6.720,13.86
,,,,,,200,1.003,7.46,900,1.53,6.996,14.43
,,,,15,"[0, 2]",5,5.443,40.5,23.120,39.26,20.298,41.85
,,,,,,10,3.265,24.29,13.230,22.47,12.762,26.32
,,,,,,25,1.750,13.02,5.896,10.01,7.980,16.45
,,,,,,50,1.242,9.24,3.128,5.31,6.680,13.77
,,,,,,100,1.066,7.93,1.680,2.85,6.720,13.86
,,,,,,200,1.003,7.46,900,1.53,6.996,14.43
,,,,20,"[0, 3]",5,5.400,40.18,23.120,39.26,19.958,41.15
,,,,,,10,3.186,23.71,13.230,22.47,12.132,25.02
,,,,,,25,1.608,11.97,5.896,10.01,6.840,14.1
,,,,,,50,1.092,8.13,3.128,5.31,5.480,11.3
,,,,,,100,835,6.21,1.680,2.85,4.872,10.05
,,,,,,200,755,5.62,900,1.53,5.016,10.34
,,,,30,"[0, 5]",5,5.366,39.93,23.120,39.26,19.686,40.59
,,,,,,10,3.118,23.2,13.230,22.47,11.592,23.9
,,,,,,25,1.487,11.06,5.896,10.01,5.871,12.11
,,,,,,50,937,6.97,3.128,5.31,4.240,8.74
,,,,,,100,667,4.96,1.680,2.85,3.528,7.27
,,,,,,200,574,4.27,900,1.53,3.564,7.35
,voltage_11.csv,13.062,CoderBasic,,,,50.631,100,222.054,100,182.868,100
,,,CoderPCA,0,"[0, 0]",5,28.326,55.95,47.051,21.19,179.433,98.12
,,,,,,10,25.839,51.03,23.543,10.6,183.041,100.09
,,,,,,25,24.140,47.68,9.601,4.32,183.391,100.29
,,,,,,50,23.520,46.45,4.903,2.21,183.130,100.14
,,,,,,100,23.315,46.05,3.395,1.53,182.999,100.07
,,,,,,200,23.161,45.74,2.225,1.0,182.934,100.04
,,,,3,"[0, 1]",5,17.112,33.8,47.051,21.19,89.721,49.06
,,,,,,10,23.413,46.24,23.543,10.6,163.637,89.48
,,,,,,25,23.804,47.01,9.601,4.32,180.703,98.82
,,,,,,50,23.520,46.45,4.903,2.21,183.130,100.14
,,,,,,100,23.315,46.05,3.395,1.53,182.999,100.07
,,,,,,200,23.161,45.74,2.225,1.0,182.934,100.04
,,,,5,"[0, 1]",5,17.112,33.8,47.051,21.19,89.721,49.06
,,,,,,10,23.413,46.24,23.543,10.6,163.637,89.48
,,,,,,25,23.804,47.01,9.601,4.32,180.703,98.82
,,,,,,50,23.520,46.45,4.903,2.21,183.130,100.14
,,,,,,100,23.315,46.05,3.395,1.53,182.999,100.07
,,,,,,200,23.161,45.74,2.225,1.0,182.934,100.04
,,,,10,"[0, 2]",5,13.857,27.37,47.051,21.19,63.681,34.82
,,,,,,10,15.459,30.53,23.543,10.6,100.007,54.69
,,,,,,25,23.174,45.77,9.601,4.32,175.663,96.06
,,,,,,50,23.434,46.28,4.903,2.21,182.444,99.77
,,,,,,100,23.315,46.05,3.395,1.53,182.999,100.07
,,,,,,200,23.161,45.74,2.225,1.0,182.934,100.04
,,,,15,"[0, 3]",5,12.891,25.46,47.051,21.19,55.953,30.6
,,,,,,10,10.939,21.61,23.543,10.6,63.845,34.91
,,,,,,25,22.040,43.53,9.601,4.32,166.591,91.1
,,,,,,50,23.348,46.11,4.903,2.21,181.758,99.39
,,,,,,100,23.315,46.05,3.395,1.53,182.999,100.07
,,,,,,200,23.161,45.74,2.225,1.0,182.934,100.04
,,,,20,"[0, 4]",5,12.268,24.23,47.051,21.19,50.969,27.87
,,,,,,10,9.459,18.68,23.543,10.6,52.001,28.44
,,,,,,25,20.192,39.88,9.601,4.32,151.807,83.01
,,,,,,50,23.091,45.61,4.903,2.21,179.700,98.27
,,,,,,100,23.315,46.05,3.395,1.53,182.999,100.07
,,,,,,200,23.161,45.74,2.225,1.0,182.934,100.04
,,,,30,"[0, 6]",5,10.952,21.63,47.051,21.19,40.441,22.11
,,,,,,10,7.758,15.32,23.543,10.6,38.393,20.99
,,,,,,25,11.960,23.62,9.601,4.32,85.951,47.0
,,,,,,50,22.062,43.57,4.903,2.21,171.468,93.77
,,,,,,100,23.142,45.71,3.395,1.53,181.613,99.31
,,,,,,200,23.161,45.74,2.225,1.0,182.934,100.04
,,,CoderAPCA,0,"[0, 0]",5,22.498,44.44,52.260,23.53,127.602,69.78
,,,,,,10,20.065,39.63,27.447,12.36,132.948,72.7
,,,,,,25,18.962,37.45,11.506,5.18,140.068,76.6
,,,,,,50,19.199,37.92,6.026,2.71,147.440,80.63
,,,,,,100,19.760,39.03,3.144,1.42,154.812,84.66
,,,,,,200,20.495,40.48,1.650,0.74,162.184,88.69
,,,,3,"[0, 1]",5,14.151,27.95,52.260,23.53,60.826,33.26
,,,,,,10,10.188,20.12,27.447,12.36,53.928,29.49
,,,,,,25,8.301,16.4,11.506,5.18,54.777,29.95
,,,,,,50,7.961,15.72,6.026,2.71,57.540,31.47
,,,,,,100,7.961,15.72,3.144,1.42,60.417,33.04
,,,,,,200,8.134,16.07,1.650,0.74,63.294,34.61
,,,,5,"[0, 1]",5,14.151,27.95,52.260,23.53,60.826,33.26
,,,,,,10,10.188,20.12,27.447,12.36,53.928,29.49
,,,,,,25,8.301,16.4,11.506,5.18,54.777,29.95
,,,,,,50,7.961,15.72,6.026,2.71,57.540,31.47
,,,,,,100,7.961,15.72,3.144,1.42,60.417,33.04
,,,,,,200,8.134,16.07,1.650,0.74,63.294,34.61
,,,,10,"[0, 2]",5,12.889,25.46,52.260,23.53,50.728,27.74
,,,,,,10,7.926,15.65,27.447,12.36,35.838,19.6
,,,,,,25,5.586,11.03,11.506,5.18,33.060,18.08
,,,,,,50,5.081,10.04,6.026,2.71,34.500,18.87
,,,,,,100,4.934,9.75,3.144,1.42,36.204,19.8
,,,,,,200,4.963,9.8,1.650,0.74,37.928,20.74
,,,,15,"[0, 3]",5,12.445,24.58,52.260,23.53,47.175,25.8
,,,,,,10,7.195,14.21,27.447,12.36,29.988,16.4
,,,,,,25,4.399,8.69,11.506,5.18,23.560,12.88
,,,,,,50,3.766,7.44,6.026,2.71,23.980,13.11
,,,,,,100,3.548,7.01,3.144,1.42,25.116,13.73
,,,,,,200,3.511,6.93,1.650,0.74,26.312,14.39
,,,,20,"[0, 4]",5,12.250,24.19,52.260,23.53,45.611,24.94
,,,,,,10,6.862,13.55,27.447,12.36,27.324,14.94
,,,,,,25,3.767,7.44,11.506,5.18,18.506,10.12
,,,,,,50,3.059,6.04,6.026,2.71,18.320,10.02
,,,,,,100,2.803,5.54,3.144,1.42,19.152,10.47
,,,,,,200,2.730,5.39,1.650,0.74,20.064,10.97
,,,,30,"[0, 6]",5,12.114,23.93,52.260,23.53,44.523,24.35
,,,,,,10,6.592,13.02,27.447,12.36,25.164,13.76
,,,,,,25,3.214,6.35,11.506,5.18,14.079,7.7
,,,,,,50,2.331,4.6,6.026,2.71,12.500,6.84
,,,,,,100,2.020,3.99,3.144,1.42,12.894,7.05
,,,,,,200,1.908,3.77,1.650,0.74,13.486,7.37
,,,CoderCA,0,"[0, 0]",5,32.707,64.6,87.080,39.22,174.454,95.4
,,,,,,10,28.919,57.12,49.896,22.47,181.332,99.16
,,,,,,25,26.670,52.68,22.132,9.97,191.102,104.5
,,,,,,50,26.638,52.61,11.822,5.32,201.160,110.0
,,,,,,100,27.198,53.72,6.240,2.81,211.218,115.5
,,,,,,200,28.081,55.46,3.250,1.46,221.276,121.0
,,,,3,"[0, 1]",5,21.334,42.14,87.080,39.22,83.470,45.64
,,,,,,10,14.065,27.78,49.896,22.47,62.496,34.18
,,,,,,25,9.741,19.24,22.132,9.97,55.670,30.44
,,,,,,50,8.818,17.42,11.822,5.32,58.600,32.04
,,,,,,100,8.487,16.76,6.240,2.81,61.530,33.65
,,,,,,200,8.479,16.75,3.250,1.46,64.460,35.25
,,,,5,"[0, 1]",5,21.334,42.14,87.080,39.22,83.470,45.64
,,,,,,10,14.065,27.78,49.896,22.47,62.496,34.18
,,,,,,25,9.741,19.24,22.132,9.97,55.670,30.44
,,,,,,50,8.818,17.42,11.822,5.32,58.600,32.04
,,,,,,100,8.487,16.76,6.240,2.81,61.530,33.65
,,,,,,200,8.479,16.75,3.250,1.46,64.460,35.25
,,,,10,"[0, 2]",5,20.582,40.65,87.080,39.22,77.452,42.35
,,,,,,10,12.548,24.78,49.896,22.47,50.364,27.54
,,,,,,25,7.181,14.18,22.132,9.97,35.188,19.24
,,,,,,50,5.613,11.09,11.822,5.32,32.960,18.02
,,,,,,100,5.080,10.03,6.240,2.81,34.272,18.74
,,,,,,200,4.910,9.7,3.250,1.46,35.904,19.63
,,,,15,"[0, 3]",5,20.314,40.12,87.080,39.22,75.310,41.18
,,,,,,10,12.031,23.76,49.896,22.47,46.224,25.28
,,,,,,25,6.373,12.59,22.132,9.97,28.728,15.71
,,,,,,50,4.673,9.23,11.822,5.32,25.440,13.91
,,,,,,100,4.003,7.91,6.240,2.81,25.662,14.03
,,,,,,200,3.782,7.47,3.250,1.46,26.884,14.7
,,,,20,"[0, 4]",5,20.215,39.93,87.080,39.22,74.511,40.75
,,,,,,10,11.824,23.35,49.896,22.47,44.568,24.37
,,,,,,25,5.936,11.72,22.132,9.97,25.232,13.8
,,,,,,50,4.113,8.12,11.822,5.32,20.960,11.46
,,,,,,100,3.326,6.57,6.240,2.81,20.244,11.07
,,,,,,200,3.073,6.07,3.250,1.46,21.208,11.6
,,,,30,"[0, 6]",5,20.166,39.83,87.080,39.22,74.120,40.53
,,,,,,10,11.653,23.02,49.896,22.47,43.200,23.62
,,,,,,25,5.547,10.96,22.132,9.97,22.116,12.09
,,,,,,50,3.498,6.91,11.822,5.32,16.040,8.77
,,,,,,100,2.644,5.22,6.240,2.81,14.784,8.08
,,,,,,200,2.336,4.61,3.250,1.46,15.312,8.37
,voltage_12.csv,35.092,CoderBasic,,,,135.997,100,596.564,100,491.288,100
,,,CoderPCA,0,"[0, 0]",5,34.762,25.56,126.359,21.18,151.611,30.86
,,,,,,10,23.791,17.49,63.197,10.59,127.004,25.85
,,,,,,25,20.779,15.28,25.544,4.28,140.564,28.61
,,,,,,50,23.393,17.2,13.333,2.23,173.686,35.35
,,,,,,100,27.804,20.44,7.865,1.32,214.439,43.65
,,,,,,200,30.347,22.31,4.715,0.79,237.938,48.43
,,,,3,"[0, 8]",5,28.980,21.31,126.359,21.18,105.355,21.44
,,,,,,10,14.561,10.71,63.197,10.59,53.168,10.82
,,,,,,25,5.995,4.41,25.544,4.28,22.292,4.54
,,,,,,50,3.328,2.45,13.333,2.23,13.162,2.68
,,,,,,100,2.336,1.72,7.865,1.32,10.697,2.18
,,,,,,200,1.791,1.32,4.715,0.79,9.486,1.93
,,,,5,"[0, 13]",5,28.973,21.3,126.359,21.18,105.299,21.43
,,,,,,10,14.530,10.68,63.197,10.59,52.916,10.77
,,,,,,25,5.953,4.38,25.544,4.28,21.956,4.47
,,,,,,50,3.242,2.38,13.333,2.23,12.476,2.54
,,,,,,100,2.163,1.59,7.865,1.32,9.311,1.9
,,,,,,200,1.791,1.32,4.715,0.79,9.486,1.93
,,,,10,"[0, 26]",5,28.973,21.3,126.359,21.18,105.299,21.43
,,,,,,10,14.514,10.67,63.197,10.59,52.790,10.75
,,,,,,25,5.953,4.38,25.544,4.28,21.956,4.47
,,,,,,50,3.242,2.38,13.333,2.23,12.476,2.54
,,,,,,100,2.163,1.59,7.865,1.32,9.311,1.9
,,,,,,200,1.791,1.32,4.715,0.79,9.486,1.93
,,,,15,"[0, 39]",5,28.973,21.3,126.359,21.18,105.299,21.43
,,,,,,10,14.514,10.67,63.197,10.59,52.790,10.75
,,,,,,25,5.911,4.35,25.544,4.28,21.620,4.4
,,,,,,50,3.156,2.32,13.333,2.23,11.790,2.4
,,,,,,100,1.989,1.46,7.865,1.32,7.925,1.61
,,,,,,200,1.443,1.06,4.715,0.79,6.700,1.36
,,,,20,"[0, 52]",5,28.973,21.3,126.359,21.18,105.299,21.43
,,,,,,10,14.514,10.67,63.197,10.59,52.790,10.75
,,,,,,25,5.911,4.35,25.544,4.28,21.620,4.4
,,,,,,50,3.156,2.32,13.333,2.23,11.790,2.4
,,,,,,100,1.989,1.46,7.865,1.32,7.925,1.61
,,,,,,200,1.443,1.06,4.715,0.79,6.700,1.36
,,,,30,"[0, 78]",5,28.973,21.3,126.359,21.18,105.299,21.43
