Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,CoderAPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,138.935,36.1,105.240,23.53,1.005.433,38.22
,,,,,,10,106.056,27.56,55.272,12.36,792.372,30.12
,,,,,,25,88.880,23.1,23.188,5.19,687.045,26.12
,,,,,,50,87.415,22.72,12.144,2.72,686.368,26.09
,,,,,,100,89.268,23.2,6.360,1.42,706.979,26.88
,,,,,,200,92.661,24.08,3.325,0.74,737.154,28.02
,,,,3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",5,129.360,33.62,105.240,23.53,928.837,35.31
,,,,,,10,93.624,24.33,55.272,12.36,692.916,26.34
,,,,,,25,73.651,19.14,23.188,5.19,565.215,21.49
,,,,,,50,70.385,18.29,12.144,2.72,550.128,20.91
,,,,,,100,70.778,18.39,6.360,1.42,559.062,21.25
,,,,,,200,72.906,18.95,3.325,0.74,579.114,22.02
,,,,5,"[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",5,109.950,28.57,105.240,23.53,773.552,29.41
,,,,,,10,68.389,17.77,55.272,12.36,491.036,18.67
,,,,,,25,42.757,11.11,23.188,5.19,318.060,12.09
,,,,,,50,35.623,9.26,12.144,2.72,272.032,10.34
,,,,,,100,32.892,8.55,6.360,1.42,255.969,9.73
,,,,,,200,32.374,8.41,3.325,0.74,254.862,9.69
,,,,10,"[0, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1]",5,100.590,26.14,105.240,23.53,698.672,26.56
,,,,,,10,55.854,14.51,55.272,12.36,390.754,14.85
,,,,,,25,26.915,6.99,23.188,5.19,191.325,7.27
,,,,,,50,17.509,4.55,12.144,2.72,127.120,4.83
,,,,,,100,12.936,3.36,6.360,1.42,96.322,3.66
,,,,,,200,10.909,2.83,3.325,0.74,83.142,3.16
,,,,15,"[0, 2, 3, 2, 2, 1, 2, 2, 1, 4, 2]",5,99.753,25.92,105.240,23.53,691.977,26.31
,,,,,,10,54.587,14.19,55.272,12.36,380.618,14.47
,,,,,,25,25.015,6.5,23.188,5.19,176.130,6.7
,,,,,,50,15.145,3.94,12.144,2.72,108.208,4.11
,,,,,,100,10.127,2.63,6.360,1.42,73.848,2.81
,,,,,,200,7.748,2.01,3.325,0.74,57.852,2.2
,,,,20,"[0, 3, 4, 2, 3, 1, 2, 2, 2, 5, 2]",5,99.607,25.88,105.240,23.53,690.807,26.26
,,,,,,10,54.349,14.12,55.272,12.36,378.714,14.4
,,,,,,25,24.648,6.41,23.188,5.19,173.190,6.58
,,,,,,50,14.647,3.81,12.144,2.72,104.224,3.96
,,,,,,100,9.525,2.48,6.360,1.42,69.037,2.62
,,,,,,200,7.026,1.83,3.325,0.74,52.074,1.98
,,,,30,"[0, 5, 6, 3, 4, 2, 3, 3, 2, 7, 3]",5,99.386,25.83,105.240,23.53,689.039,26.19
,,,,,,10,53.973,14.03,55.272,12.36,375.704,14.28
,,,,,,25,24.070,6.26,23.188,5.19,168.570,6.41
,,,,,,50,13.885,3.61,12.144,2.72,98.128,3.73
,,,,,,100,8.571,2.23,6.360,1.42,61.404,2.33
,,,,,,200,5.932,1.54,3.325,0.74,43.326,1.65
,vwc_1203.dat.csv,26.305,CoderBasic,,,,384.811,100,447.185,100,2.630.500,100
,,,CoderPCA,0,"[0, 0, 0, 0, 0, 'N', 0, 0, 0, 'N', 'N']",5,127.240,33.07,94.766,21.19,922.350,35.06
,,,,,,10,103.936,27.01,47.579,10.64,783.100,29.77
,,,,,,25,92.058,23.92,19.430,4.34,716.230,27.23
,,,,,,50,87.585,22.76,10.387,2.32,689.490,26.21
,,,,,,100,86.764,22.55,6.503,1.45,686.800,26.11
,,,,,,200,89.727,23.32,7.527,1.68,709.480,26.97
,,,,3,"[0, 1, 1, 0, 0, 'N', 1, 1, 0, 'N', 'N']",5,103.865,26.99,94.766,21.19,735.350,27.95
,,,,,,10,79.264,20.6,47.579,10.64,585.730,22.27
,,,,,,25,77.088,20.03,19.430,4.34,596.470,22.68
,,,,,,50,78.030,20.28,10.387,2.32,613.050,23.31
,,,,,,100,82.680,21.49,6.503,1.45,654.130,24.87
,,,,,,200,88.234,22.93,7.527,1.68,697.540,26.52
,,,,5,"[0, 1, 1, 1, 1, 'N', 2, 1, 1, 'N', 'N']",5,92.730,24.1,94.766,21.19,646.270,24.57
,,,,,,10,62.772,16.31,47.579,10.64,453.790,17.25
,,,,,,25,61.278,15.92,19.430,4.34,469.990,17.87
,,,,,,50,68.108,17.7,10.387,2.32,533.670,20.29
,,,,,,100,76.492,19.88,6.503,1.45,604.630,22.99
,,,,,,200,85.249,22.15,7.527,1.68,673.660,25.61
,,,,10,"[0, 3, 2, 1, 1, 'N', 3, 2, 1, 'N', 'N']",5,88.930,23.11,94.766,21.19,615.870,23.41
,,,,,,10,54.874,14.26,47.579,10.64,390.610,14.85
,,,,,,25,50.778,13.2,19.430,4.34,385.990,14.67
,,,,,,50,61.554,16.0,10.387,2.32,481.240,18.29
,,,,,,100,70.924,18.43,6.503,1.45,560.080,21.29
,,,,,,200,81.767,21.25,7.527,1.68,645.800,24.55
,,,,15,"[0, 4, 3, 2, 2, 'N', 5, 3, 2, 'N', 'N']",5,87.240,22.67,94.766,21.19,602.350,22.9
,,,,,,10,50.577,13.14,47.579,10.64,356.230,13.54
,,,,,,25,39.018,10.14,19.430,4.34,291.910,11.1
,,,,,,50,50.897,13.23,10.387,2.32,395.980,15.05
,,,,,,100,65.479,17.02,6.503,1.45,516.520,19.64
,,,,,,200,78.035,20.28,7.527,1.68,615.950,23.42
,,,,20,"[0, 6, 4, 3, 3, 'N', 7, 3, 2, 'N', 'N']",5,86.520,22.48,94.766,21.19,596.590,22.68
,,,,,,10,48.473,12.6,47.579,10.64,339.400,12.9
,,,,,,25,33.438,8.69,19.430,4.34,247.270,9.4
,,,,,,50,43.547,11.32,10.387,2.32,337.180,12.82
,,,,,,100,60.405,15.7,6.503,1.45,475.930,18.09
,,,,,,200,74.055,19.24,7.527,1.68,584.110,22.21
,,,,30,"[0, 8, 6, 4, 4, 'N', 10, 5, 3, 'N', 'N']",5,85.965,22.34,94.766,21.19,592.150,22.51
,,,,,,10,46.853,12.18,47.579,10.64,326.440,12.41
,,,,,,25,29.028,7.54,19.430,4.34,211.990,8.06
,,,,,,50,35.462,9.22,10.387,2.32,272.500,10.36
,,,,,,100,52.485,13.64,6.503,1.45,412.570,15.68
,,,,,,200,71.568,18.6,7.527,1.68,564.210,21.45
,,,CoderAPCA,0,"[0, 0, 0, 0, 0, 'N', 0, 0, 0, 'N', 'N']",5,120.010,31.19,105.240,23.53,854.035,32.47
,,,,,,10,81.036,21.06,55.272,12.36,592.214,22.51
,,,,,,25,57.565,14.96,23.188,5.19,436.530,16.59
,,,,,,50,51.581,13.4,12.144,2.72,399.696,15.19
,,,,,,100,49.701,12.92,6.360,1.42,390.439,14.84
,,,,,,200,49.933,12.98,3.325,0.74,395.334,15.03
,,,,3,"[0, 1, 1, 0, 0, 'N', 1, 1, 0, 'N', 'N']",5,106.102,27.57,105.240,23.53,742.768,28.24
,,,,,,10,63.643,16.54,55.272,12.36,453.068,17.22
,,,,,,25,37.098,9.64,23.188,5.19,272.790,10.37
,,,,,,50,29.311,7.62,12.144,2.72,221.536,8.42
,,,,,,100,25.875,6.72,6.360,1.42,199.835,7.6
,,,,,,200,24.652,6.41,3.325,0.74,193.086,7.34
,,,,5,"[0, 1, 1, 1, 1, 'N', 2, 1, 1, 'N', 'N']",5,101.557,26.39,105.240,23.53,706.407,26.85
,,,,,,10,57.578,14.96,55.272,12.36,404.544,15.38
,,,,,,25,29.532,7.67,23.188,5.19,212.265,8.07
,,,,,,50,20.803,5.41,12.144,2.72,153.472,5.83
,,,,,,100,16.655,4.33,6.360,1.42,126.072,4.79
,,,,,,200,14.824,3.85,3.325,0.74,114.462,4.35
,,,,10,"[0, 3, 2, 1, 1, 'N', 3, 2, 1, 'N', 'N']",5,100.149,26.03,105.240,23.53,695.149,26.43
,,,,,,10,55.380,14.39,55.272,12.36,386.960,14.71
,,,,,,25,26.369,6.85,23.188,5.19,186.960,7.11
,,,,,,50,17.067,4.44,12.144,2.72,123.584,4.7
,,,,,,100,12.547,3.26,6.360,1.42,93.211,3.54
,,,,,,200,10.423,2.71,3.325,0.74,79.254,3.01
,,,,15,"[0, 4, 3, 2, 2, 'N', 5, 3, 2, 'N', 'N']",5,99.548,25.87,105.240,23.53,690.339,26.24
,,,,,,10,54.372,14.13,55.272,12.36,378.896,14.4
,,,,,,25,24.832,6.45,23.188,5.19,174.660,6.64
,,,,,,50,15.049,3.91,12.144,2.72,107.440,4.08
,,,,,,100,10.229,2.66,6.360,1.42,74.664,2.84
,,,,,,200,7.905,2.05,3.325,0.74,59.112,2.25
,,,,20,"[0, 6, 4, 3, 3, 'N', 7, 3, 2, 'N', 'N']",5,99.330,25.81,105.240,23.53,688.597,26.18
,,,,,,10,53.985,14.03,55.272,12.36,375.802,14.29
,,,,,,25,24.213,6.29,23.188,5.19,169.710,6.45
,,,,,,50,14.187,3.69,12.144,2.72,100.544,3.82
,,,,,,100,9.177,2.38,6.360,1.42,66.249,2.52
,,,,,,200,6.733,1.75,3.325,0.74,49.734,1.89
,,,,30,"[0, 8, 6, 4, 4, 'N', 10, 5, 3, 'N', 'N']",5,99.171,25.77,105.240,23.53,687.323,26.13
,,,,,,10,53.682,13.95,55.272,12.36,373.380,14.19
,,,,,,25,23.699,6.16,23.188,5.19,165.600,6.3
,,,,,,50,13.463,3.5,12.144,2.72,94.752,3.6
,,,,,,100,8.221,2.14,6.360,1.42,58.599,2.23
,,,,,,200,5.640,1.47,3.325,0.74,40.986,1.56
,vwc_1204.dat.csv,26.305,CoderBasic,,,,384.811,100,447.185,100,2.630.500,100
,,,CoderPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N']",5,140.160,36.42,94.766,21.19,1.025.710,38.99
,,,,,,10,123.027,31.97,47.579,10.64,935.830,35.58
,,,,,,25,116.178,30.19,19.430,4.34,909.190,34.56
,,,,,,50,114.045,29.64,10.387,2.32,901.170,34.26
,,,,,,100,116.092,30.17,6.503,1.45,921.430,35.03
,,,,,,200,120.074,31.2,7.527,1.68,952.260,36.2
,,,,3,"[0, 2, 0, 0, 1, 1, 2, 1, 0, 1, 'N']",5,112.165,29.15,94.766,21.19,801.750,30.48
,,,,,,10,87.544,22.75,47.579,10.64,651.970,24.79
,,,,,,25,84.798,22.04,19.430,4.34,658.150,25.02
,,,,,,50,93.588,24.32,10.387,2.32,737.510,28.04
,,,,,,100,104.212,27.08,6.503,1.45,826.390,31.42
,,,,,,200,114.602,29.78,7.527,1.68,908.480,34.54
,,,,5,"[0, 3, 1, 0, 2, 2, 4, 1, 1, 2, 'N']",5,98.730,25.66,94.766,21.19,694.270,26.39
,,,,,,10,69.601,18.09,47.579,10.64,508.420,19.33
,,,,,,25,67.218,17.47,19.430,4.34,517.510,19.67
,,,,,,50,79.807,20.74,10.387,2.32,627.260,23.85
,,,,,,100,95.302,24.77,6.503,1.45,755.110,28.71
,,,,,,200,109.627,28.49,7.527,1.68,868.680,33.02
,,,,10,"[0, 6, 2, 1, 3, 3, 7, 2, 2, 3, 'N']",5,89.755,23.32,94.766,21.19,622.470,23.66
,,,,,,10,55.336,14.38,47.579,10.64,394.300,14.99
,,,,,,25,46.458,12.07,19.430,4.34,351.430,13.36
,,,,,,50,60.268,15.66,10.387,2.32,470.950,17.9
,,,,,,100,80.947,21.04,6.503,1.45,640.270,24.34
,,,,,,200,101.915,26.48,7.527,1.68,806.990,30.68
,,,,15,"[0, 9, 2, 1, 5, 5, 11, 3, 2, 5, 'N']",5,89.120,23.16,94.766,21.19,617.390,23.47
,,,,,,10,54.076,14.05,47.579,10.64,384.220,14.61
,,,,,,25,43.518,11.31,19.430,4.34,327.910,12.47
,,,,,,50,54.878,14.26,10.387,2.32,427.830,16.26
,,,,,,100,72.285,18.78,6.503,1.45,570.970,21.71
,,,,,,200,93.707,24.35,7.527,1.68,741.320,28.18
,,,,20,"[0, 12, 3, 2, 6, 7, 14, 4, 3, 6, 'N']",5,87.895,22.84,94.766,21.19,607.590,23.1
,,,,,,10,51.364,13.35,47.579,10.64,362.530,13.78
,,,,,,25,38.148,9.91,19.430,4.34,284.950,10.83
,,,,,,50,45.507,11.83,10.387,2.32,352.860,13.41
,,,,,,100,63.004,16.37,6.503,1.45,496.720,18.88
,,,,,,200,85.747,22.28,7.527,1.68,677.640,25.76
,,,,30,"[0, 18, 5, 3, 9, 10, 21, 6, 5, 10, 'N']",5,86.965,22.6,94.766,21.19,600.150,22.82
,,,,,,10,49.114,12.76,47.579,10.64,344.530,13.1
,,,,,,25,34.098,8.86,19.430,4.34,252.550,9.6
,,,,,,50,38.585,10.03,10.387,2.32,297.490,11.31
,,,,,,100,54.960,14.28,6.503,1.45,432.370,16.44
,,,,,,200,77.538,20.15,7.527,1.68,611.970,23.26
,,,CoderAPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N']",5,125.764,32.68,105.240,23.53,900.068,34.22
,,,,,,10,88.668,23.04,55.272,12.36,653.268,24.83
,,,,,,25,67.240,17.47,23.188,5.19,513.930,19.54
,,,,,,50,62.603,16.27,12.144,2.72,487.872,18.55
,,,,,,100,61.819,16.06,6.360,1.42,487.390,18.53
,,,,,,200,62.990,16.37,3.325,0.74,499.788,19.0
,,,,3,"[0, 2, 0, 0, 1, 1, 2, 1, 0, 1, 'N']",5,111.167,28.89,105.240,23.53,783.289,29.78
,,,,,,10,69.782,18.13,55.272,12.36,502.180,19.09
,,,,,,25,44.129,11.47,23.188,5.19,329.040,12.51
,,,,,,50,36.951,9.6,12.144,2.72,282.656,10.75
,,,,,,100,34.180,8.88,6.360,1.42,266.271,10.12
,,,,,,200,33.587,8.73,3.325,0.74,264.564,10.06
,,,,5,"[0, 3, 1, 0, 2, 2, 4, 1, 1, 2, 'N']",5,104.473,27.15,105.240,23.53,729.742,27.74
,,,,,,10,61.146,15.89,55.272,12.36,433.090,16.46
,,,,,,25,33.616,8.74,23.188,5.19,244.935,9.31
,,,,,,50,25.161,6.54,12.144,2.72,188.336,7.16
,,,,,,100,21.391,5.56,6.360,1.42,163.965,6.23
,,,,,,200,19.936,5.18,3.325,0.74,155.358,5.91
,,,,10,"[0, 6, 2, 1, 3, 3, 7, 2, 2, 3, 'N']",5,100.452,26.1,105.240,23.53,697.567,26.52
,,,,,,10,55.724,14.48,55.272,12.36,389.718,14.82
,,,,,,25,26.724,6.94,23.188,5.19,189.795,7.22
,,,,,,50,17.149,4.46,12.144,2.72,124.240,4.72
,,,,,,100,12.498,3.25,6.360,1.42,92.820,3.53
,,,,,,200,10.376,2.7,3.325,0.74,78.876,3.0
,,,,15,"[0, 9, 2, 1, 5, 5, 11, 3, 2, 5, 'N']",5,100.242,26.05,105.240,23.53,695.890,26.45
,,,,,,10,55.385,14.39,55.272,12.36,387.002,14.71
,,,,,,25,26.229,6.82,23.188,5.19,185.835,7.06
,,,,,,50,16.549,4.3,12.144,2.72,119.440,4.54
,,,,,,100,11.757,3.06,6.360,1.42,86.887,3.3
,,,,,,200,9.525,2.48,3.325,0.74,72.072,2.74
,,,,20,"[0, 12, 3, 2, 6, 7, 14, 4, 3, 6, 'N']",5,99.782,25.93,105.240,23.53,692.211,26.31
,,,,,,10,54.652,14.2,55.272,12.36,381.136,14.49
,,,,,,25,25.111,6.53,23.188,5.19,176.895,6.72
,,,,,,50,15.139,3.93,12.144,2.72,108.160,4.11
,,,,,,100,10.086,2.62,6.360,1.42,73.525,2.8
,,,,,,200,7.662,1.99,3.325,0.74,57.168,2.17
,,,,30,"[0, 18, 5, 3, 9, 10, 21, 6, 5, 10, 'N']",5,99.490,25.85,105.240,23.53,689.871,26.23
,,,,,,10,54.139,14.07,55.272,12.36,377.034,14.33
,,,,,,25,24.320,6.32,23.188,5.19,170.565,6.48
,,,,,,50,14.165,3.68,12.144,2.72,100.368,3.82
,,,,,,100,8.918,2.32,6.360,1.42,64.175,2.44
,,,,,,200,6.330,1.64,3.325,0.74,46.512,1.77
,vwc_1205.dat.csv,26.305,CoderBasic,,,,384.811,100,447.185,100,2.630.500,100
,,,CoderPCA,0,"[0, 0, 0, 0, 'N', 'N', 0, 0, 'N', 'N', 'N']",5,115.425,30.0,94.766,21.19,827.830,31.47
,,,,,,10,85.362,22.18,47.579,10.64,634.510,24.12
,,,,,,25,68.028,17.68,19.430,4.34,523.990,19.92
,,,,,,50,62.534,16.25,10.387,2.32,489.080,18.59
,,,,,,100,61.519,15.99,6.503,1.45,484.840,18.43
,,,,,,200,63.608,16.53,7.527,1.68,500.530,19.03
,,,,3,"[0, 0, 1, 1, 'N', 'N', 2, 1, 'N', 'N', 'N']",5,96.305,25.03,94.766,21.19,674.870,25.66
,,,,,,10,65.427,17.0,47.579,10.64,475.030,18.06
,,,,,,25,55.128,14.33,19.430,4.34,420.790,16.0
,,,,,,50,55.490,14.42,10.387,2.32,432.730,16.45
,,,,,,100,56.816,14.76,6.503,1.45,447.220,17.0
,,,,,,200,61.120,15.88,7.527,1.68,480.630,18.27
,,,,5,"[0, 1, 1, 2, 'N', 'N', 3, 1, 'N', 'N', 'N']",5,92.435,24.02,94.766,21.19,643.910,24.48
,,,,,,10,59.959,15.58,47.579,10.64,431.290,16.4
,,,,,,25,51.438,13.37,19.430,4.34,391.270,14.87
,,,,,,50,53.224,13.83,10.387,2.32,414.600,15.76
,,,,,,100,56.074,14.57,6.503,1.45,441.280,16.78
,,,,,,200,60.623,15.75,7.527,1.68,476.650,18.12
,,,,10,"[0, 1, 3, 4, 'N', 'N', 6, 2, 'N', 'N', 'N']",5,90.650,23.56,94.766,21.19,629.630,23.94
,,,,,,10,56.134,14.59,47.579,10.64,400.690,15.23
,,,,,,25,44.298,11.51,19.430,4.34,334.150,12.7
,,,,,,50,46.548,12.1,10.387,2.32,361.190,13.73
,,,,,,100,52.856,13.74,6.503,1.45,415.540,15.8
,,,,,,200,58.882,15.3,7.527,1.68,462.720,17.59
,,,,15,"[0, 2, 4, 6, 'N', 'N', 9, 3, 'N', 'N', 'N']",5,89.855,23.35,94.766,21.19,623.270,23.69
,,,,,,10,54.514,14.17,47.579,10.64,387.730,14.74
,,,,,,25,40.128,10.43,19.430,4.34,300.790,11.43
,,,,,,50,43.057,11.19,10.387,2.32,333.260,12.67
,,,,,,100,50.629,13.16,6.503,1.45,397.720,15.12
,,,,,,200,58.384,15.17,7.527,1.68,458.740,17.44
,,,,20,"[0, 2, 5, 7, 'N', 'N', 12, 4, 'N', 'N', 'N']",5,89.615,23.29,94.766,21.19,621.350,23.62
,,,,,,10,54.042,14.04,47.579,10.64,383.950,14.6
,,,,,,25,38.958,10.12,19.430,4.34,291.430,11.08
,,,,,,50,41.280,10.73,10.387,2.32,319.050,12.13
,,,,,,100,49.391,12.84,6.503,1.45,387.820,14.74
,,,,,,200,58.135,15.11,7.527,1.68,456.750,17.36
,,,,30,"[0, 3, 8, 11, 'N', 'N', 18, 6, 'N', 'N', 'N']",5,89.090,23.15,94.766,21.19,617.150,23.46
,,,,,,10,53.007,13.77,47.579,10.64,375.670,14.28
,,,,,,25,36.768,9.55,19.430,4.34,273.910,10.41
,,,,,,50,37.422,9.72,10.387,2.32,288.180,10.96
,,,,,,100,45.926,11.93,6.503,1.45,360.100,13.69
,,,,,,200,57.140,14.85,7.527,1.68,448.790,17.06
,,,CoderAPCA,0,"[0, 0, 0, 0, 'N', 'N', 0, 0, 'N', 'N', 'N']",5,116.245,30.21,105.240,23.53,823.914,31.32
,,,,,,10,75.856,19.71,55.272,12.36,550.774,20.94
,,,,,,25,50.654,13.16,23.188,5.19,381.240,14.49
,,,,,,50,43.495,11.3,12.144,2.72,335.008,12.74
,,,,,,100,40.688,10.57,6.360,1.42,318.342,12.1
,,,,,,200,40.175,10.44,3.325,0.74,317.268,12.06
,,,,3,"[0, 0, 1, 1, 'N', 'N', 2, 1, 'N', 'N', 'N']",5,104.038,27.04,105.240,23.53,726.258,27.61
,,,,,,10,60.497,15.72,55.272,12.36,427.896,16.27
,,,,,,25,32.707,8.5,23.188,5.19,237.660,9.03
,,,,,,50,23.963,6.23,12.144,2.72,178.752,6.8
,,,,,,100,19.821,5.15,6.360,1.42,151.402,5.76
,,,,,,200,18.033,4.69,3.325,0.74,140.130,5.33
,,,,5,"[0, 1, 1, 2, 'N', 'N', 3, 1, 'N', 'N', 'N']",5,101.973,26.5,105.240,23.53,709.735,26.98
,,,,,,10,57.590,14.97,55.272,12.36,404.642,15.38
,,,,,,25,29.026,7.54,23.188,5.19,208.215,7.92
,,,,,,50,19.911,5.17,12.144,2.72,146.336,5.56
,,,,,,100,15.482,4.02,6.360,1.42,116.688,4.44
,,,,,,200,13.431,3.49,3.325,0.74,103.320,3.93
,,,,10,"[0, 1, 3, 4, 'N', 'N', 6, 2, 'N', 'N', 'N']",5,100.874,26.21,105.240,23.53,700.947,26.65
,,,,,,10,55.969,14.54,55.272,12.36,391.678,14.89
,,,,,,25,26.750,6.95,23.188,5.19,190.005,7.22
,,,,,,50,17.221,4.48,12.144,2.72,124.816,4.74
,,,,,,100,12.481,3.24,6.360,1.42,92.684,3.52
,,,,,,200,10.212,2.65,3.325,0.74,77.562,2.95
,,,,15,"[0, 2, 4, 6, 'N', 'N', 9, 3, 'N', 'N', 'N']",5,100.468,26.11,105.240,23.53,697.697,26.52
,,,,,,10,55.352,14.38,55.272,12.36,386.736,14.7
,,,,,,25,25.837,6.71,23.188,5.19,182.700,6.95
,,,,,,50,16.105,4.19,12.144,2.72,115.888,4.41
,,,,,,100,11.210,2.91,6.360,1.42,82.518,3.14
,,,,,,200,8.839,2.3,3.325,0.74,66.582,2.53
,,,,20,"[0, 2, 5, 7, 'N', 'N', 12, 4, 'N', 'N', 'N']",5,100.312,26.07,105.240,23.53,696.449,26.48
,,,,,,10,55.107,14.32,55.272,12.36,384.776,14.63
,,,,,,25,25.477,6.62,23.188,5.19,179.820,6.84
,,,,,,50,15.683,4.08,12.144,2.72,112.512,4.28
,,,,,,100,10.726,2.79,6.360,1.42,78.642,2.99
,,,,,,200,8.297,2.16,3.325,0.74,62.244,2.37
,,,,30,"[0, 3, 8, 11, 'N', 'N', 18, 6, 'N', 'N', 'N']",5,100.039,26.0,105.240,23.53,694.265,26.39
,,,,,,10,54.676,14.21,55.272,12.36,381.332,14.5
,,,,,,25,24.847,6.46,23.188,5.19,174.780,6.64
,,,,,,50,14.915,3.88,12.144,2.72,106.368,4.04
,,,,,,100,9.799,2.55,6.360,1.42,71.230,2.71
,,,,,,200,7.282,1.89,3.325,0.74,54.126,2.06
,vwc_222.smet.csv,26.304,CoderBasic,,,,384.797,100,447.168,100,2.630.400,100
,,,CoderPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,200.894,52.21,94.817,21.2,1.511.530,57.46
,,,,,,10,218.322,56.74,47.562,10.64,1.698.210,64.56
,,,,,,25,244.204,63.46,19.413,4.34,1.933.410,73.5
,,,,,,50,252.701,65.67,10.370,2.32,2.010.430,76.43
,,,,,,100,258.514,67.18,6.486,1.45,2.060.820,78.35
,,,,,,200,262.096,68.11,7.510,1.68,2.088.450,79.4
,,,,3,"[0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]",5,142.769,37.1,94.817,21.2,1.046.530,39.79
,,,,,,10,144.488,37.55,47.562,10.64,1.107.540,42.11
,,,,,,25,178.744,46.45,19.413,4.34,1.409.730,53.59
,,,,,,50,208.233,54.12,10.370,2.32,1.654.690,62.91
,,,,,,100,228.566,59.4,6.486,1.45,1.821.240,69.24
,,,,,,200,246.673,64.1,7.510,1.68,1.965.070,74.71
,,,,5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,102.454,26.63,94.817,21.2,724.010,27.52
,,,,,,10,86.225,22.41,47.562,10.64,641.430,24.39
,,,,,,25,114.694,29.81,19.413,4.34,897.330,34.11
,,,,,,50,153.537,39.9,10.370,2.32,1.217.120,46.27
