Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,20,"[0, 180, 261, 300, 'N', 643, 135, 'N', 222, 171, 174, 143, 39, 'N', 'N', 'N', 297, 141, 200, 66, 'N', 432, 'N', 'N', 66, 261, 167, 33, 'N', 209, 164, 21, 275, 231, 126, 39, 'N', 'N', 636, 276, 308, 244, 101, 'N', 'N', 'N', 96, 376, 227, 130, 134, 428, 517, 'N', 14, 250]",5,174.739,36.65,31.840,44.09,1.362.110,36.44
,,,,,,10,97.156,20.38,16.779,23.23,756.504,20.24
,,,,,,25,49.764,10.44,7.215,9.99,386.932,10.35
,,,,,,50,34.319,7.2,4.120,5.71,266.468,7.13
,,,,,,100,27.312,5.73,2.542,3.52,211.990,5.67
,,,,,,200,24.649,5.17,1.764,2.44,191.464,5.12
,,,,30,"[0, 270, 391, 450, 'N', 964, 203, 'N', 333, 257, 261, 215, 58, 'N', 'N', 'N', 446, 212, 300, 98, 'N', 648, 'N', 'N', 99, 392, 250, 50, 'N', 313, 245, 32, 413, 346, 189, 58, 'N', 'N', 954, 415, 462, 365, 151, 'N', 'N', 'N', 143, 564, 341, 194, 201, 642, 776, 'N', 21, 375]",5,174.416,36.58,31.840,44.09,1.359.524,36.37
,,,,,,10,96.610,20.26,16.779,23.23,752.136,20.12
,,,,,,25,48.895,10.25,7.215,9.99,379.982,10.16
,,,,,,50,33.237,6.97,4.120,5.71,257.812,6.9
,,,,,,100,25.798,5.41,2.542,3.52,199.881,5.35
,,,,,,200,22.821,4.79,1.764,2.44,176.840,4.73
,noaa-buoy-201707.csv,4.374,CoderBasic,,,,490.930,100,74.358,100,3.849.120,100
,,,CoderPWLH,0,"[0, 0, 0, 0, 'N', 0, 0, 'N', 0, 0, 0, 0, 'N', 'N', 0, 'N', 0, 0, 0, 0, 'N', 0, 'N', 'N', 0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 0, 0, 0, 0, 0, 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0]",5,394.263,80.31,32.856,44.19,3.117.283,80.99
,,,,,,10,384.700,78.36,17.404,23.41,3.056.232,79.4
,,,,,,25,382.998,78.01,7.566,10.18,3.052.456,79.3
,,,,,,50,389.244,79.29,4.400,5.92,3.105.586,80.68
,,,,,,100,397.416,80.95,2.747,3.69,3.172.621,82.42
,,,,,,200,406.621,82.83,1.932,2.6,3.247.072,84.36
,,,,3,"[0, 35, 26, 30, 'N', 127, 25, 'N', 40, 48, 18, 39, 'N', 'N', 1, 'N', 33, 28, 50, 38, 'N', 118, 'N', 'N', 30, 46, 28, 6, 'N', 69, 14, 110, 3, 46, 10, 45, 'N', 'N', 5, 24, 47, 28, 14, 'N', 'N', 'N', 36, 24, 5, 14, 38, 16, 6, 'N', 17, 7]",5,209.110,42.59,32.856,44.19,1.636.059,42.5
,,,,,,10,136.275,27.76,17.404,23.41,1.068.836,27.77
,,,,,,25,97.613,19.88,7.566,10.18,769.372,19.99
,,,,,,50,88.641,18.06,4.400,5.92,700.766,18.21
,,,,,,100,86.792,17.68,2.747,3.69,687.622,17.86
,,,,,,200,87.742,17.87,1.932,2.6,696.040,18.08
,,,,5,"[0, 58, 44, 50, 'N', 211, 41, 'N', 67, 81, 29, 64, 'N', 'N', 2, 'N', 56, 47, 84, 64, 'N', 196, 'N', 'N', 50, 77, 46, 10, 'N', 114, 24, 184, 5, 77, 17, 75, 'N', 'N', 8, 40, 79, 47, 24, 'N', 'N', 'N', 60, 40, 8, 24, 64, 27, 10, 'N', 28, 12]",5,199.504,40.64,32.856,44.19,1.559.216,40.51
,,,,,,10,120.450,24.54,17.404,23.41,942.236,24.48
,,,,,,25,75.603,15.4,7.566,10.18,593.297,15.41
,,,,,,50,63.942,13.02,4.400,5.92,503.172,13.07
,,,,,,100,60.121,12.25,2.747,3.69,474.261,12.32
,,,,,,200,59.936,12.21,1.932,2.6,473.592,12.3
,,,,10,"[0, 117, 88, 100, 'N', 423, 82, 'N', 135, 161, 59, 129, 'N', 'N', 4, 'N', 111, 94, 168, 128, 'N', 393, 'N', 'N', 100, 154, 92, 20, 'N', 229, 48, 367, 11, 154, 34, 150, 'N', 'N', 15, 80, 158, 93, 47, 'N', 'N', 'N', 120, 80, 16, 48, 127, 54, 20, 'N', 56, 24]",5,193.559,39.43,32.856,44.19,1.511.656,39.27
,,,,,,10,110.414,22.49,17.404,23.41,861.944,22.39
,,,,,,25,60.622,12.35,7.566,10.18,473.445,12.3
,,,,,,50,45.589,9.29,4.400,5.92,356.352,9.26
,,,,,,100,39.731,8.09,2.747,3.69,311.137,8.08
,,,,,,200,38.204,7.78,1.932,2.6,299.736,7.79
,,,,15,"[0, 175, 132, 150, 'N', 634, 123, 'N', 202, 242, 88, 193, 'N', 'N', 6, 'N', 167, 141, 252, 191, 'N', 589, 'N', 'N', 150, 232, 138, 29, 'N', 343, 71, 551, 16, 231, 51, 224, 'N', 'N', 23, 121, 237, 140, 71, 'N', 'N', 'N', 180, 120, 25, 72, 191, 81, 30, 'N', 84, 37]",5,192.397,39.19,32.856,44.19,1.502.360,39.03
,,,,,,10,108.464,22.09,17.404,23.41,846.348,21.99
,,,,,,25,57.657,11.74,7.566,10.18,449.724,11.68
,,,,,,50,41.811,8.52,4.400,5.92,326.128,8.47
,,,,,,100,34.981,7.13,2.747,3.69,273.141,7.1
,,,,,,200,32.814,6.68,1.932,2.6,256.616,6.67
,,,,20,"[0, 234, 176, 200, 'N', 846, 164, 'N', 270, 322, 117, 258, 'N', 'N', 8, 'N', 223, 188, 336, 255, 'N', 786, 'N', 'N', 201, 309, 184, 39, 'N', 457, 95, 734, 21, 308, 68, 299, 'N', 'N', 31, 161, 315, 186, 95, 'N', 'N', 'N', 240, 159, 33, 96, 255, 108, 40, 'N', 112, 49]",5,192.043,39.12,32.856,44.19,1.499.522,38.96
,,,,,,10,107.797,21.96,17.404,23.41,841.012,21.85
,,,,,,25,56.677,11.54,7.566,10.18,441.885,11.48
,,,,,,50,40.464,8.24,4.400,5.92,315.346,8.19
,,,,,,100,33.214,6.77,2.747,3.69,259.000,6.73
,,,,,,200,30.651,6.24,1.932,2.6,239.312,6.22
,,,,30,"[0, 350, 264, 300, 'N', 1269, 246, 'N', 405, 483, 176, 386, 'N', 'N', 12, 'N', 334, 281, 504, 383, 'N', 1179, 'N', 'N', 301, 463, 275, 59, 'N', 686, 143, 1101, 32, 462, 102, 449, 'N', 'N', 46, 241, 473, 279, 142, 'N', 'N', 'N', 359, 239, 49, 144, 382, 163, 59, 'N', 168, 73]",5,191.718,39.05,32.856,44.19,1.496.926,38.89
,,,,,,10,107.288,21.85,17.404,23.41,836.936,21.74
,,,,,,25,55.835,11.37,7.566,10.18,435.152,11.31
,,,,,,50,39.257,8.0,4.400,5.92,305.692,7.94
,,,,,,100,31.560,6.43,2.747,3.69,245.772,6.39
,,,,,,200,28.537,5.81,1.932,2.6,222.400,5.78
,noaa-buoy-201708.csv,4.416,CoderBasic,,,,495.639,100,75.072,100,3.886.080,100
,,,CoderPWLH,0,"[0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 0, 'N', 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 'N', 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,413.845,83.5,32.930,43.86,3.273.864,84.25
,,,,,,10,407.132,82.14,17.214,22.93,3.235.880,83.27
,,,,,,25,407.138,82.14,7.293,9.71,3.245.846,83.52
,,,,,,50,414.350,83.6,4.040,5.38,3.306.798,85.09
,,,,,,100,423.345,85.41,2.378,3.17,3.380.417,86.99
,,,,,,200,433.282,87.42,1.554,2.07,3.460.736,89.05
,,,,3,"[0, 27, 39, 29, 'N', 130, 46, 4, 58, 26, 51, 27, 'N', 100, 'N', 72, 34, 34, 24, 25, 'N', 159, 0, 45, 43, 14, 42, 32, 'N', 81, 36, 72, 4, 16, 27, 23, 'N', 95, 14, 28, 25, 32, 7, 'N', 90, 'N', 43, 36, 40, 38, 3, 16, 4, 2, 27, 20]",5,214.392,43.26,32.930,43.86,1.678.241,43.19
,,,,,,10,138.358,27.92,17.214,22.93,1.085.684,27.94
,,,,,,25,96.837,19.54,7.293,9.71,763.436,19.65
,,,,,,50,87.267,17.61,4.040,5.38,690.132,17.76
,,,,,,100,85.400,17.23,2.378,3.17,676.861,17.42
,,,,,,200,86.403,17.43,1.554,2.07,685.704,17.65
,,,,5,"[0, 46, 66, 49, 'N', 217, 77, 6, 97, 43, 85, 45, 'N', 167, 'N', 120, 56, 56, 40, 41, 'N', 265, 0, 76, 72, 23, 71, 54, 'N', 136, 60, 121, 7, 26, 45, 39, 'N', 158, 24, 46, 41, 53, 11, 'N', 150, 'N', 72, 61, 66, 64, 5, 27, 7, 3, 45, 34]",5,204.834,41.33,32.930,43.86,1.601.780,41.22
,,,,,,10,123.030,24.82,17.214,22.93,963.060,24.78
,,,,,,25,75.960,15.33,7.293,9.71,596.420,15.35
,,,,,,50,63.254,12.76,4.040,5.38,498.028,12.82
,,,,,,100,59.082,11.92,2.378,3.17,466.311,12.0
,,,,,,200,58.944,11.89,1.554,2.07,466.032,11.99
,,,,10,"[0, 91, 131, 98, 'N', 433, 154, 12, 194, 87, 170, 91, 'N', 333, 'N', 239, 112, 112, 81, 82, 'N', 530, 0, 151, 144, 46, 141, 108, 'N', 271, 120, 241, 14, 52, 91, 77, 'N', 315, 48, 92, 82, 106, 22, 'N', 300, 'N', 143, 122, 132, 128, 10, 54, 14, 7, 90, 67]",5,198.595,40.07,32.930,43.86,1.551.870,39.93
,,,,,,10,112.398,22.68,17.214,22.93,878.004,22.59
,,,,,,25,60.912,12.29,7.293,9.71,476.040,12.25
,,,,,,50,45.342,9.15,4.040,5.38,354.736,9.13
,,,,,,100,38.996,7.87,2.378,3.17,305.623,7.86
,,,,,,200,37.332,7.53,1.554,2.07,293.136,7.54
,,,,15,"[0, 137, 197, 147, 'N', 650, 231, 18, 292, 130, 256, 136, 'N', 500, 'N', 359, 169, 169, 121, 123, 'N', 795, 0, 227, 217, 68, 212, 162, 'N', 407, 179, 362, 20, 78, 136, 116, 'N', 473, 71, 138, 123, 159, 33, 'N', 449, 'N', 215, 182, 198, 192, 15, 82, 20, 10, 134, 101]",5,197.284,39.8,32.930,43.86,1.541.381,39.66
,,,,,,10,110.259,22.25,17.214,22.93,860.896,22.15
,,,,,,25,57.626,11.63,7.293,9.71,449.750,11.57
,,,,,,50,41.009,8.27,4.040,5.38,320.072,8.24
,,,,,,100,33.779,6.82,2.378,3.17,263.888,6.79
,,,,,,200,31.231,6.3,1.554,2.07,244.328,6.29
,,,,20,"[0, 183, 262, 196, 'N', 866, 308, 23, 389, 174, 341, 182, 'N', 666, 'N', 479, 225, 225, 162, 164, 'N', 1060, 0, 302, 289, 91, 282, 216, 'N', 542, 239, 483, 27, 104, 181, 155, 'N', 630, 95, 183, 164, 212, 44, 'N', 599, 'N', 287, 243, 263, 256, 19, 109, 27, 14, 179, 134]",5,196.868,39.72,32.930,43.86,1.538.047,39.58
,,,,,,10,109.530,22.1,17.214,22.93,855.064,22.0
,,,,,,25,56.421,11.38,7.293,9.71,440.110,11.33
,,,,,,50,39.479,7.97,4.040,5.38,307.828,7.92
,,,,,,100,31.673,6.39,2.378,3.17,247.044,6.36
,,,,,,200,28.676,5.79,1.554,2.07,223.888,5.76
,,,,30,"[0, 274, 393, 293, 'N', 1299, 462, 35, 583, 261, 511, 272, 'N', 1000, 'N', 718, 337, 337, 242, 246, 'N', 1590, 0, 453, 433, 137, 423, 324, 'N', 813, 359, 724, 41, 156, 272, 232, 'N', 946, 143, 275, 246, 318, 67, 'N', 899, 'N', 430, 365, 395, 384, 29, 163, 41, 20, 269, 201]",5,196.512,39.65,32.930,43.86,1.535.200,39.51
,,,,,,10,109.019,22.0,17.214,22.93,850.972,21.9
,,,,,,25,55.611,11.22,7.293,9.71,433.635,11.16
,,,,,,50,38.367,7.74,4.040,5.38,298.936,7.69
,,,,,,100,30.155,6.08,2.378,3.17,234.901,6.04
,,,,,,200,26.725,5.39,1.554,2.07,208.280,5.36
,noaa-buoy-201709.csv,4.290,CoderBasic,,,,481.512,100,72.930,100,3.775.200,100
,,,CoderPWLH,0,"[0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,447.138,92.86,31.931,43.78,3.541.206,93.8
,,,,,,10,448.405,93.12,16.606,22.77,3.566.668,94.48
,,,,,,25,454.115,94.31,6.981,9.57,3.621.976,95.94
,,,,,,50,464.252,96.42,3.800,5.21,3.706.252,98.17
,,,,,,100,475.504,98.75,2.173,2.98,3.797.897,100.6
,,,,,,200,487.334,101.21,1.344,1.84,3.893.368,103.13
,,,,3,"[0, 36, 17, 25, 'N', 74, 28, 6, 75, 52, 50, 47, 3, 94, 28, 43, 'N', 34, 24, 34, 16, 78, 10, 43, 50, 24, 33, 36, 36, 16, 24, 86, 6, 29, 19, 32, 5, 'N', 20, 24, 26, 33, 49, 5, 129, 66, 5, 23, 25, 35, 3, 20, 3, 28, 6, 7]",5,230.137,47.79,31.931,43.78,1.805.204,47.82
,,,,,,10,160.300,33.29,16.606,22.77,1.261.832,33.42
,,,,,,25,124.035,25.76,6.981,9.57,981.339,25.99
,,,,,,50,116.757,24.25,3.800,5.21,926.290,24.54
,,,,,,100,116.602,24.22,2.173,2.98,926.682,24.55
,,,,,,200,118.894,24.69,1.344,1.84,945.848,25.05
,,,,5,"[0, 60, 28, 42, 'N', 123, 46, 9, 124, 86, 83, 79, 6, 156, 46, 72, 'N', 57, 40, 57, 26, 131, 16, 71, 84, 40, 56, 60, 60, 26, 40, 143, 10, 48, 31, 53, 8, 'N', 34, 40, 43, 55, 81, 8, 216, 111, 8, 38, 42, 59, 5, 33, 5, 46, 10, 12]",5,217.464,45.16,31.931,43.78,1.703.819,45.13
,,,,,,10,140.576,29.19,16.606,22.77,1.104.040,29.24
,,,,,,25,98.370,20.43,6.981,9.57,776.017,20.56
,,,,,,50,87.811,18.24,3.800,5.21,694.724,18.4
,,,,,,100,85.409,17.74,2.173,2.98,677.134,17.94
,,,,,,200,86.493,17.96,1.344,1.84,686.640,18.19
,,,,10,"[0, 119, 56, 85, 'N', 245, 92, 18, 249, 172, 165, 158, 11, 312, 92, 144, 'N', 113, 80, 115, 52, 262, 33, 142, 168, 80, 111, 121, 119, 52, 80, 286, 20, 97, 63, 105, 15, 'N', 68, 80, 86, 109, 162, 16, 431, 221, 16, 77, 85, 118, 10, 67, 10, 92, 19, 25]",5,207.883,43.17,31.931,43.78,1.627.171,43.1
,,,,,,10,124.443,25.84,16.606,22.77,974.972,25.83
,,,,,,25,76.167,15.82,6.981,9.57,598.389,15.85
,,,,,,50,62.281,12.93,3.800,5.21,490.484,12.99
,,,,,,100,57.153,11.87,2.173,2.98,451.091,11.95
,,,,,,200,56.550,11.74,1.344,1.84,447.096,11.84
,,,,15,"[0, 179, 84, 127, 'N', 368, 138, 28, 373, 258, 248, 237, 17, 468, 138, 216, 'N', 170, 121, 172, 78, 392, 49, 213, 252, 119, 167, 181, 179, 78, 120, 430, 30, 145, 94, 158, 23, 'N', 102, 120, 128, 164, 243, 24, 647, 332, 23, 115, 127, 177, 15, 100, 16, 139, 29, 37]",5,205.135,42.6,31.931,43.78,1.605.182,42.52
,,,,,,10,119.893,24.9,16.606,22.77,938.572,24.86
,,,,,,25,69.439,14.42,6.981,9.57,544.570,14.42
,,,,,,50,54.216,11.26,3.800,5.21,425.968,11.28
,,,,,,100,48.023,9.97,2.173,2.98,378.048,10.01
,,,,,,200,46.562,9.67,1.344,1.84,367.192,9.73
,,,,20,"[0, 238, 112, 169, 'N', 490, 184, 37, 498, 344, 331, 317, 22, 624, 184, 288, 'N', 227, 161, 229, 104, 523, 65, 284, 337, 159, 222, 242, 239, 104, 160, 573, 40, 193, 126, 210, 30, 'N', 137, 159, 171, 219, 324, 32, 863, 443, 31, 153, 169, 236, 20, 133, 21, 185, 38, 49]",5,204.224,42.41,31.931,43.78,1.597.896,42.33
,,,,,,10,118.302,24.57,16.606,22.77,925.848,24.52
,,,,,,25,66.946,13.9,6.981,9.57,524.623,13.9
,,,,,,50,51.076,10.61,3.800,5.21,400.848,10.62
,,,,,,100,44.372,9.22,2.173,2.98,348.841,9.24
,,,,,,200,42.380,8.8,1.344,1.84,333.736,8.84
,,,,30,"[0, 357, 168, 254, 'N', 735, 276, 55, 746, 516, 496, 475, 34, 936, 276, 432, 'N', 340, 241, 344, 156, 785, 98, 427, 505, 239, 333, 362, 358, 155, 240, 859, 59, 290, 189, 315, 45, 'N', 205, 239, 257, 328, 486, 49, 1294, 664, 47, 230, 254, 353, 30, 200, 31, 277, 57, 74]",5,203.494,42.26,31.931,43.78,1.592.054,42.17
,,,,,,10,117.063,24.31,16.606,22.77,915.936,24.26
,,,,,,25,65.076,13.51,6.981,9.57,509.664,13.5
,,,,,,50,48.715,10.12,3.800,5.21,381.956,10.12
,,,,,,100,41.395,8.6,2.173,2.98,325.021,8.61
,,,,,,200,38.783,8.05,1.344,1.84,304.960,8.08
,noaa-buoy-201710.csv,4.392,CoderBasic,,,,492.948,100,74.664,100,3.864.960,100
,,,CoderPWLH,0,"[0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 'N', 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,473.934,96.14,32.913,44.08,3.754.596,97.14
,,,,,,10,477.723,96.91,17.349,23.24,3.800.468,98.33
,,,,,,25,485.667,98.52,7.566,10.13,3.873.805,100.23
,,,,,,50,497.179,100.86,4.360,5.84,3.969.110,102.69
,,,,,,100,509.564,103.37,2.665,3.57,4.069.887,105.3
,,,,,,200,522.419,105.98,1.848,2.48,4.173.544,107.98
,,,,3,"[0, 41, 2, 33, 'N', 36, 22, 27, 74, 31, 46, 35, 36, 51, 25, 31, 'N', 32, 32, 25, 31, 82, 29, 48, 49, 38, 28, 47, 33, 85, 37, 89, 3, 35, 20, 21, 16, 'N', 31, 45, 6, 21, 19, 'N', 112, 46, 'N', 25, 28, 14, 6, 45, 15, 60, 29, 27]",5,230.115,46.68,32.913,44.08,1.804.045,46.68
,,,,,,10,152.440,30.92,17.349,23.24,1.198.204,31.0
,,,,,,25,112.494,22.82,7.566,10.13,888.422,22.99
,,,,,,50,104.536,21.21,4.360,5.84,827.964,21.42
,,,,,,100,104.190,21.14,2.665,3.57,826.895,21.39
,,,,,,200,106.343,21.57,1.848,2.48,844.936,21.86
,,,,5,"[0, 68, 4, 55, 'N', 60, 37, 45, 124, 51, 77, 58, 59, 85, 41, 52, 'N', 54, 53, 42, 51, 137, 48, 80, 82, 63, 47, 78, 55, 141, 62, 148, 5, 59, 34, 35, 27, 'N', 51, 74, 10, 35, 31, 'N', 187, 76, 'N', 41, 46, 23, 10, 76, 24, 100, 48, 45]",5,219.774,44.58,32.913,44.08,1.721.313,44.54
,,,,,,10,135.153,27.42,17.349,23.24,1.059.912,27.42
,,,,,,25,87.726,17.8,7.566,10.13,690.275,17.86
,,,,,,50,75.783,15.37,4.360,5.84,597.940,15.47
,,,,,,100,73.072,14.82,2.665,3.57,577.947,14.95
,,,,,,200,74.072,15.03,1.848,2.48,586.768,15.18
,,,,10,"[0, 135, 8, 110, 'N', 120, 73, 89, 247, 102, 155, 116, 118, 170, 83, 104, 'N', 108, 106, 85, 103, 273, 97, 160, 164, 125, 95, 155, 109, 282, 125, 296, 9, 118, 68, 69, 55, 'N', 102, 149, 20, 69, 63, 'N', 373, 152, 'N', 82, 93, 46, 21, 151, 48, 200, 96, 90]",5,213.790,43.37,32.913,44.08,1.673.447,43.3
,,,,,,10,124.912,25.34,17.349,23.24,977.984,25.3
,,,,,,25,72.525,14.71,7.566,10.13,568.669,14.71
,,,,,,50,56.592,11.48,4.360,5.84,444.412,11.5
,,,,,,100,50.806,10.31,2.665,3.57,399.817,10.34
,,,,,,200,50.161,10.18,1.848,2.48,395.480,10.23
,,,,15,"[0, 203, 12, 165, 'N', 180, 110, 134, 371, 153, 232, 174, 178, 255, 124, 156, 'N', 162, 158, 127, 154, 410, 145, 240, 245, 188, 142, 233, 164, 423, 187, 444, 14, 176, 102, 104, 82, 'N', 153, 223, 30, 104, 94, 'N', 560, 228, 'N', 123, 139, 69, 31, 227, 73, 299, 145, 134]",5,212.529,43.11,32.913,44.08,1.663.352,43.04
,,,,,,10,122.701,24.89,17.349,23.24,960.292,24.85
,,,,,,25,69.189,14.04,7.566,10.13,541.982,14.02
,,,,,,50,52.294,10.61,4.360,5.84,410.026,10.61
,,,,,,100,45.177,9.16,2.665,3.57,354.788,9.18
,,,,,,200,43.469,8.82,1.848,2.48,341.944,8.85
,,,,20,"[0, 270, 17, 221, 'N', 241, 146, 178, 494, 203, 309, 233, 237, 341, 166, 208, 'N', 216, 211, 169, 206, 546, 194, 320, 327, 250, 189, 311, 219, 564, 250, 592, 18, 235, 136, 139, 109, 'N', 204, 298, 40, 138, 125, 'N', 747, 305, 'N', 164, 186, 92, 41, 303, 97, 399, 193, 179]",5,212.057,43.02,32.913,44.08,1.659.578,42.94
,,,,,,10,121.872,24.72,17.349,23.24,953.660,24.67
,,,,,,25,67.992,13.79,7.566,10.13,532.404,13.78
,,,,,,50,50.757,10.3,4.360,5.84,397.730,10.29
,,,,,,100,43.070,8.74,2.665,3.57,337.933,8.74
,,,,,,200,40.722,8.26,1.848,2.48,319.968,8.28
,,,,30,"[0, 405, 25, 331, 'N', 361, 219, 268, 741, 305, 464, 349, 355, 511, 249, 311, 'N', 324, 317, 254, 309, 819, 290, 480, 491, 375, 284, 466, 328, 847, 375, 888, 27, 353, 203, 208, 164, 'N', 306, 447, 61, 207, 188, 'N', 1120, 457, 'N', 247, 279, 138, 62, 454, 145, 599, 289, 269]",5,211.765,42.96,32.913,44.08,1.657.240,42.88
,,,,,,10,121.423,24.63,17.349,23.24,950.068,24.58
,,,,,,25,67.213,13.63,7.566,10.13,526.173,13.61
,,,,,,50,49.672,10.08,4.360,5.84,389.054,10.07
,,,,,,100,41.447,8.41,2.665,3.57,324.950,8.41
,,,,,,200,38.398,7.79,1.848,2.48,301.376,7.8
,noaa-buoy-201711.csv,4.290,CoderBasic,,,,481.512,100,72.930,100,3.775.200,100
,,,CoderPWLH,0,"[0, 0, 'N', 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 'N', 0, 'N', 0, 0, 0, 'N', 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,449.980,93.45,31.931,43.78,3.563.946,94.4
,,,,,,10,451.814,93.83,16.568,22.72,3.593.980,95.2
,,,,,,25,457.943,95.11,6.981,9.57,3.652.596,96.75
,,,,,,50,468.332,97.26,3.760,5.16,3.738.936,99.04
,,,,,,100,479.783,99.64,2.132,2.92,3.832.169,101.51
,,,,,,200,491.804,102.14,1.260,1.73,3.929.208,104.08
,,,,3,"[0, 49, 'N', 40, 'N', 60, 24, 27, 76, 68, 43, 37, 26, 95, 35, 39, 'N', 27, 32, 31, 21, 85, 15, 6, 53, 60, 31, 41, 23, 100, 24, 46, 'N', 28, 24, 14, 27, 'N', 15, 'N', 19, 24, 47, 'N', 93, 15, 'N', 25, 21, 22, 35, 52, 24, 164, 38, 27]",5,217.889,45.25,31.931,43.78,1.707.216,45.22
,,,,,,10,141.755,29.44,16.568,22.72,1.113.512,29.5
,,,,,,25,100.924,20.96,6.981,9.57,796.446,21.1
,,,,,,50,91.999,19.11,3.760,5.16,728.272,19.29
,,,,,,100,91.172,18.93,2.132,2.92,723.282,19.16
,,,,,,200,92.835,19.28,1.260,1.73,737.456,19.53
,,,,5,"[0, 82, 'N', 67, 'N', 100, 40, 45, 127, 114, 72, 62, 43, 158, 59, 64, 'N', 46, 53, 51, 34, 142, 25, 10, 89, 100, 51, 68, 38, 166, 39, 77, 'N', 47, 40, 23, 45, 'N', 25, 'N', 32, 41, 78, 'N', 154, 25, 'N', 42, 34, 37, 58, 87, 40, 273, 64, 44]",5,210.151,43.64,31.931,43.78,1.645.310,43.58
,,,,,,10,128.835,26.76,16.568,22.72,1.010.148,26.76
,,,,,,25,82.144,17.06,6.981,9.57,646.204,17.12
,,,,,,50,69.517,14.44,3.760,5.16,548.410,14.53
,,,,,,100,66.205,13.75,2.132,2.92,523.545,13.87
,,,,,,200,66.891,13.89,1.260,1.73,529.904,14.04
,,,,10,"[0, 164, 'N', 135, 'N', 200, 81, 89, 254, 228, 145, 124, 86, 316, 118, 129, 'N', 92, 105, 102, 69, 284, 50, 19, 178, 200, 103, 137, 76, 333, 79, 153, 'N', 93, 80, 46, 90, 'N', 50, 'N', 63, 81, 156, 'N', 308, 49, 'N', 84, 69, 73, 117, 174, 80, 547, 127, 89]",5,206.037,42.79,31.931,43.78,1.612.403,42.71
,,,,,,10,121.628,25.26,16.568,22.72,952.492,25.23
,,,,,,25,71.446,14.84,6.981,9.57,560.622,14.85
,,,,,,50,55.986,11.63,3.760,5.16,440.164,11.66
,,,,,,100,49.969,10.38,2.132,2.92,393.657,10.43
,,,,,,200,49.119,10.2,1.260,1.73,387.728,10.27
,,,,15,"[0, 246, 'N', 202, 'N', 301, 121, 134, 381, 342, 217, 186, 129, 475, 177, 193, 'N', 137, 158, 154, 103, 427, 76, 29, 267, 299, 154, 205, 115, 499, 118, 230, 'N', 140, 120, 69, 134, 'N', 74, 'N', 95, 122, 234, 'N', 463, 74, 'N', 127, 103, 110, 175, 261, 120, 820, 191, 133]",5,205.103,42.6,31.931,43.78,1.604.932,42.51
,,,,,,10,120.123,24.95,16.568,22.72,940.456,24.91
,,,,,,25,69.178,14.37,6.981,9.57,542.482,14.37
,,,,,,50,52.982,11.0,3.760,5.16,416.130,11.02
,,,,,,100,46.103,9.57,2.132,2.92,362.732,9.61
,,,,,,200,44.228,9.19,1.260,1.73,348.600,9.23
,,,,20,"[0, 329, 'N', 270, 'N', 401, 161, 178, 508, 456, 290, 247, 172, 633, 236, 257, 'N', 183, 211, 205, 138, 569, 101, 38, 356, 399, 205, 273, 153, 665, 158, 306, 'N', 186, 160, 92, 179, 'N', 99, 'N', 127, 162, 312, 'N', 617, 99, 'N', 169, 137, 147, 234, 348, 160, 1093, 254, 177]",5,204.790,42.53,31.931,43.78,1.602.428,42.45
,,,,,,10,119.557,24.83,16.568,22.72,935.924,24.79
,,,,,,25,68.424,14.21,6.981,9.57,536.446,14.21
,,,,,,50,51.937,10.79,3.760,5.16,407.770,10.8
,,,,,,100,44.593,9.26,2.132,2.92,350.651,9.29
,,,,,,200,42.106,8.74,1.260,1.73,331.624,8.78
