Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,,,10,597.861,92.69,2.898,22.91,4.694.624,92.74
,,,,,,25,620.832,96.25,1.320,10.44,4.879.969,96.4
,,,,,,50,651.990,101.08,736,5.82,5.129.820,101.34
,,,,,,100,685.281,106.24,432,3.42,5.396.456,106.6
,,,,,,200,719.464,111.54,250,1.98,5.670.100,112.01
,,,,10,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 35, 31, 1, 37, 29, 1, 38, 28, 1, 39, 28, 1, 37, 27, 1, 37, 27, 1, 37, 26, 1, 36, 25, 1, 36, 24, 1, 32, 23, 1, 28, 22, 1, 24, 21, 1, 20, 19, 1, 18, 17, 2, 18, 16, 2, 18, 15, 2, 19, 13, 2, 19, 12, 2, 18, 11, 2, 18, 10, 2, 17, 10, 2, 17, 10, 2, 16, 10, 2, 16, 10, 2, 16, 10, 2, 16, 10, 2, 16, 10, 2, 16, 10, 2, 15, 10, 2, 14, 10, 2, 13, 10, 2, 12, 10, 2, 12, 10, 2, 11, 10, 2, 10, 10, 2, 9, 10, 2, 9, 9, 2, 8, 9, 2, 7, 9, 2, 7, 9, 1, 7, 10, 1, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 21, 15, 1, 25, 17, 1, 24, 16, 1, 22, 15, 1, 20, 14, 1, 19, 15, 1, 18, 15, 1, 16, 16, 1, 16, 17, 1, 15, 18, 1, 15, 19, 1, 15, 20, 1, 15, 21, 1, 16, 21, 1, 18, 21, 1, 19, 21, 1, 20, 21, 1, 20, 19, 1, 20, 17, 1, 19, 15, 1, 18, 14, 1, 18, 13, 2, 18, 12, 2, 18, 12, 2, 19, 11, 2, 20, 11, 2, 20, 10, 2, 21, 10, 2, 21, 10, 2, 21, 10, 2, 21, 10, 2, 21, 11, 2, 20, 11, 2, 20, 11, 2, 20, 10, 2, 20, 10, 2, 19, 10, 2, 18, 10, 2, 17, 9, 2, 16, 8, 2, 16, 8, 2, 15, 7, 2, 14, 7, 2, 13, 6, 2, 8, 7, 2, 5, 7, 2, 4, 6, 2, 5, 6, 1, 5, 3, 2, 5, 3, 1, 6, 3, 1, 7, 3, 2, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 22, 13, 1, 17, 12, 1, 17, 12, 1, 17, 12, 1, 16, 12, 1, 14, 11, 1, 13, 11, 1, 12, 10, 1, 12, 10, 1, 12, 11, 1, 13, 11, 1, 15, 12, 1, 17, 12, 1, 18, 12, 1, 19, 12, 1, 20, 14, 1, 21, 16, 1, 22, 18, 1, 23, 19, 1, 24, 19, 1, 25, 19, 1, 25, 17, 1, 24, 15, 1, 22, 14, 1, 21, 13, 1, 19, 13, 1, 18, 14, 1, 16, 15, 1, 16, 15, 1, 16, 16, 1, 16, 16, 1, 16, 16, 1, 16, 15, 1, 16, 14, 1, 17, 13, 2, 17, 12, 2, 17, 12, 2, 17, 12, 2, 16, 11, 2, 16, 11, 2, 16, 10, 2, 15, 10, 2, 15, 9, 2, 15, 8, 2, 15, 8, 2, 14, 8, 2, 13, 8, 2, 12, 7, 2, 12, 7, 2, 11, 7, 2, 11, 7, 2, 10, 7, 2, 9, 7, 2, 9, 7, 2, 8, 7, 2, 8, 7, 1, 8, 7, 1, 7, 7, 1, 6, 6, 1, 'N', 'N', 'N']",5,529.317,82.06,5.000,39.53,4.144.170,81.87
,,,,,,10,540.957,83.87,2.898,22.91,4.239.392,83.75
,,,,,,25,560.367,86.88,1.320,10.44,4.396.251,86.85
,,,,,,50,587.968,91.15,736,5.82,4.617.648,91.22
,,,,,,100,617.703,95.76,432,3.42,4.855.830,95.92
,,,,,,200,648.329,100.51,250,1.98,5.101.020,100.77
,,,,15,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 52, 47, 1, 56, 43, 1, 57, 42, 1, 58, 42, 2, 56, 41, 2, 55, 40, 2, 55, 39, 2, 55, 38, 2, 54, 37, 2, 49, 35, 2, 43, 33, 2, 36, 31, 2, 29, 29, 2, 26, 26, 2, 27, 24, 3, 28, 22, 3, 29, 20, 3, 28, 18, 3, 28, 16, 3, 27, 16, 3, 26, 15, 3, 25, 15, 3, 24, 15, 3, 24, 15, 3, 24, 15, 3, 25, 15, 3, 25, 15, 3, 24, 15, 3, 23, 15, 3, 21, 15, 3, 20, 15, 3, 18, 15, 3, 17, 15, 3, 16, 15, 3, 15, 15, 3, 14, 14, 3, 13, 14, 3, 12, 14, 2, 11, 13, 2, 10, 13, 2, 11, 15, 2, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 31, 23, 1, 37, 25, 1, 35, 24, 1, 33, 22, 1, 31, 22, 1, 28, 22, 1, 26, 23, 1, 25, 24, 1, 23, 25, 1, 23, 27, 1, 23, 29, 1, 23, 30, 1, 22, 31, 1, 24, 32, 1, 26, 32, 1, 29, 32, 1, 30, 31, 1, 31, 29, 2, 30, 26, 2, 29, 23, 2, 27, 21, 2, 26, 19, 2, 27, 18, 2, 27, 17, 3, 28, 17, 3, 30, 16, 3, 31, 15, 3, 31, 15, 3, 32, 15, 3, 32, 15, 3, 32, 15, 4, 31, 16, 4, 30, 16, 3, 30, 16, 3, 30, 16, 3, 30, 16, 3, 29, 15, 3, 28, 15, 3, 26, 14, 3, 25, 13, 3, 23, 11, 3, 22, 11, 3, 20, 10, 3, 19, 10, 3, 12, 10, 3, 7, 10, 2, 7, 10, 2, 7, 8, 2, 8, 5, 2, 8, 4, 2, 9, 4, 2, 10, 5, 2, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 34, 19, 2, 26, 17, 2, 26, 18, 1, 26, 19, 1, 24, 18, 1, 22, 17, 1, 20, 16, 1, 18, 16, 1, 18, 16, 1, 18, 16, 1, 20, 17, 1, 22, 17, 1, 25, 17, 1, 26, 18, 1, 28, 19, 1, 29, 21, 1, 31, 24, 1, 33, 27, 1, 35, 29, 1, 37, 29, 1, 37, 29, 1, 37, 26, 1, 36, 23, 1, 34, 21, 1, 31, 20, 1, 29, 20, 1, 26, 21, 1, 25, 22, 1, 24, 23, 1, 23, 23, 1, 23, 24, 2, 24, 23, 2, 24, 22, 2, 24, 21, 2, 25, 19, 2, 25, 18, 2, 25, 17, 3, 25, 17, 3, 24, 17, 3, 24, 16, 3, 23, 16, 3, 23, 14, 3, 23, 13, 3, 23, 13, 3, 22, 12, 3, 21, 12, 3, 20, 12, 3, 19, 11, 3, 17, 11, 3, 17, 11, 3, 16, 11, 3, 15, 11, 3, 14, 11, 2, 13, 11, 2, 12, 11, 2, 12, 11, 2, 12, 11, 2, 10, 10, 2, 9, 9, 2, 'N', 'N', 'N']",5,484.943,75.18,5.000,39.53,3.789.180,74.85
,,,,,,10,491.329,76.17,2.898,22.91,3.842.368,75.9
,,,,,,25,507.567,78.69,1.320,10.44,3.973.852,78.5
,,,,,,50,532.063,82.49,736,5.82,4.170.402,82.38
,,,,,,100,558.692,86.62,432,3.42,4.383.737,86.6
,,,,,,200,586.212,90.88,250,1.98,4.604.080,90.95
,,,,20,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 69, 62, 2, 75, 58, 2, 77, 56, 2, 77, 56, 2, 75, 54, 2, 73, 53, 2, 73, 52, 2, 73, 50, 2, 73, 49, 2, 65, 46, 2, 57, 44, 2, 48, 42, 3, 39, 38, 3, 35, 35, 3, 36, 32, 3, 37, 29, 4, 39, 26, 4, 38, 24, 4, 37, 22, 4, 36, 21, 4, 34, 20, 4, 33, 20, 4, 32, 20, 4, 32, 20, 4, 33, 20, 4, 33, 20, 4, 33, 20, 4, 32, 20, 4, 30, 20, 4, 28, 20, 4, 27, 20, 4, 25, 20, 4, 23, 20, 4, 21, 20, 4, 20, 19, 4, 19, 19, 4, 17, 19, 3, 16, 18, 3, 14, 18, 3, 13, 17, 3, 15, 20, 3, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 41, 30, 2, 50, 34, 1, 47, 32, 1, 44, 30, 1, 41, 29, 1, 38, 29, 1, 35, 30, 1, 33, 32, 1, 31, 34, 1, 30, 36, 1, 30, 38, 1, 30, 40, 1, 30, 42, 1, 32, 43, 1, 35, 43, 2, 39, 43, 2, 40, 41, 2, 41, 39, 2, 40, 35, 2, 38, 31, 3, 36, 28, 3, 35, 26, 3, 35, 24, 3, 36, 23, 3, 38, 22, 4, 39, 21, 4, 41, 21, 4, 42, 20, 4, 42, 20, 5, 42, 20, 5, 42, 21, 5, 41, 21, 5, 40, 21, 5, 40, 21, 5, 40, 21, 4, 40, 21, 4, 39, 20, 4, 37, 19, 4, 35, 18, 4, 33, 17, 4, 31, 15, 4, 29, 14, 4, 27, 13, 4, 25, 13, 4, 16, 13, 3, 10, 13, 3, 9, 13, 3, 9, 11, 3, 10, 7, 3, 11, 6, 2, 12, 5, 3, 14, 6, 3, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 45, 26, 2, 34, 23, 2, 34, 24, 2, 34, 25, 2, 32, 24, 2, 29, 23, 2, 26, 22, 2, 25, 21, 1, 24, 21, 1, 24, 22, 2, 27, 23, 2, 30, 23, 2, 33, 23, 2, 35, 23, 2, 37, 25, 1, 39, 28, 1, 42, 32, 1, 44, 36, 1, 47, 38, 1, 49, 39, 1, 50, 38, 1, 50, 35, 1, 48, 31, 1, 45, 28, 1, 41, 27, 1, 38, 27, 1, 35, 28, 1, 33, 29, 2, 32, 30, 2, 31, 31, 2, 31, 31, 2, 32, 31, 2, 32, 30, 3, 33, 28, 3, 33, 26, 3, 34, 24, 3, 34, 23, 4, 33, 23, 4, 32, 23, 4, 31, 22, 4, 31, 21, 4, 31, 19, 4, 31, 18, 4, 30, 17, 4, 29, 16, 4, 28, 16, 4, 26, 15, 4, 25, 15, 4, 23, 15, 4, 22, 15, 4, 21, 15, 4, 20, 15, 3, 19, 15, 3, 17, 15, 3, 17, 15, 3, 16, 14, 3, 15, 14, 3, 14, 13, 3, 12, 12, 3, 'N', 'N', 'N']",5,446.112,69.16,5.000,39.53,3.478.530,68.72
,,,,,,10,446.075,69.16,2.898,22.91,3.480.336,68.75
,,,,,,25,459.179,71.19,1.320,10.44,3.586.745,70.85
,,,,,,50,480.828,74.54,736,5.82,3.760.524,74.29
,,,,,,100,504.610,78.23,432,3.42,3.951.088,78.05
,,,,,,200,529.284,82.06,250,1.98,4.148.660,81.95
,,,,30,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 104, 93, 2, 112, 86, 2, 115, 85, 3, 116, 83, 3, 112, 81, 3, 110, 80, 3, 110, 78, 3, 109, 76, 3, 109, 73, 3, 97, 70, 3, 85, 66, 4, 72, 62, 4, 59, 57, 4, 53, 52, 5, 53, 48, 5, 55, 44, 5, 58, 40, 6, 57, 36, 6, 55, 33, 6, 54, 31, 6, 52, 30, 6, 50, 30, 6, 48, 30, 6, 48, 30, 6, 49, 30, 6, 49, 30, 6, 49, 30, 6, 48, 31, 6, 45, 30, 6, 43, 30, 6, 40, 30, 6, 37, 30, 6, 35, 30, 6, 32, 30, 6, 30, 29, 6, 28, 29, 5, 26, 28, 5, 24, 28, 5, 22, 27, 5, 20, 26, 4, 22, 31, 4, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 62, 45, 2, 75, 50, 2, 71, 48, 2, 66, 45, 2, 61, 43, 2, 57, 44, 2, 53, 45, 2, 49, 48, 2, 47, 51, 2, 46, 54, 2, 46, 58, 2, 45, 61, 2, 45, 63, 2, 47, 64, 2, 53, 64, 2, 58, 64, 3, 60, 62, 3, 61, 58, 3, 60, 52, 4, 57, 46, 4, 55, 42, 4, 53, 39, 5, 53, 37, 5, 55, 35, 5, 57, 33, 6, 59, 32, 6, 61, 31, 6, 62, 30, 7, 64, 29, 7, 64, 30, 7, 63, 31, 7, 62, 32, 7, 60, 32, 7, 60, 32, 7, 60, 31, 7, 60, 31, 7, 58, 30, 6, 55, 29, 6, 52, 27, 6, 49, 25, 6, 47, 23, 6, 44, 21, 6, 41, 20, 5, 38, 19, 5, 25, 20, 5, 15, 20, 5, 13, 19, 5, 14, 17, 4, 15, 10, 5, 16, 9, 4, 18, 8, 4, 20, 9, 5, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 67, 39, 4, 51, 35, 3, 51, 37, 2, 51, 37, 2, 47, 36, 2, 43, 34, 2, 40, 33, 2, 37, 31, 2, 36, 31, 2, 36, 33, 2, 40, 34, 2, 45, 35, 2, 50, 35, 2, 53, 35, 2, 56, 37, 2, 59, 42, 2, 63, 48, 2, 67, 54, 2, 70, 57, 2, 73, 58, 2, 75, 57, 2, 74, 52, 2, 72, 46, 2, 67, 41, 2, 62, 40, 2, 57, 40, 2, 53, 42, 2, 49, 44, 2, 47, 45, 3, 47, 47, 3, 47, 47, 3, 47, 47, 4, 48, 45, 4, 49, 42, 4, 50, 39, 5, 51, 36, 5, 51, 35, 5, 50, 35, 6, 48, 34, 6, 47, 33, 6, 47, 31, 6, 46, 29, 6, 46, 26, 6, 45, 25, 6, 44, 24, 6, 42, 24, 6, 40, 23, 6, 37, 22, 6, 35, 22, 5, 33, 22, 5, 32, 22, 5, 30, 22, 5, 28, 22, 5, 26, 22, 5, 25, 22, 5, 24, 22, 4, 23, 21, 4, 21, 20, 4, 18, 19, 4, 'N', 'N', 'N']",5,388.420,60.22,5.000,39.53,3.016.995,59.6
,,,,,,10,372.763,57.79,2.898,22.91,2.893.840,57.17
,,,,,,25,379.548,58.84,1.320,10.44,2.949.704,58.27
,,,,,,50,396.500,61.47,736,5.82,3.085.902,60.96
,,,,,,100,415.598,64.43,432,3.42,3.238.987,63.98
,,,,,,200,435.587,67.53,250,1.98,3.399.080,67.15
,noaa-adcp-201508.csv,744,CoderBasic,,,,645.023,100,12.648,100,5.062.176,100
,,,CoderPCA,0,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N']",5,520.469,80.69,2.801,22.15,4.075.587,80.51
,,,,,,10,502.869,77.96,1.554,12.29,3.936.033,77.75
,,,,,,25,497.549,77.14,1.254,9.91,3.893.778,76.92
,,,,,,50,503.394,78.04,1.834,14.5,3.939.957,77.83
,,,,,,100,506.670,78.55,2.558,20.22,3.965.436,78.33
,,,,,,200,537.897,83.39,5.886,46.54,4.211.928,83.2
,,,,3,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 7, 11, 0, 6, 10, 0, 6, 9, 0, 6, 9, 0, 6, 8, 0, 7, 7, 0, 9, 6, 0, 10, 6, 0, 11, 5, 0, 11, 5, 0, 10, 5, 0, 10, 5, 0, 9, 5, 0, 8, 5, 0, 8, 5, 0, 8, 5, 1, 8, 4, 1, 7, 4, 1, 7, 4, 1, 7, 4, 1, 6, 4, 1, 6, 4, 1, 6, 4, 1, 5, 4, 1, 5, 4, 1, 4, 4, 1, 4, 4, 1, 4, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 2, 1, 3, 2, 1, 2, 2, 0, 2, 2, 0, 2, 2, 0, 1, 2, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 7, 3, 0, 7, 6, 0, 7, 6, 0, 6, 6, 0, 6, 6, 0, 6, 6, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 6, 5, 0, 6, 5, 0, 7, 5, 0, 7, 5, 0, 6, 5, 0, 6, 5, 0, 5, 4, 0, 5, 4, 0, 4, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 5, 1, 3, 5, 1, 3, 5, 1, 3, 4, 1, 3, 4, 1, 4, 4, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 0, 1, 2, 0, 1, 2, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 4, 4, 0, 5, 4, 0, 5, 4, 0, 5, 4, 0, 5, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 5, 0, 4, 5, 0, 4, 5, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 5, 0, 4, 6, 0, 5, 7, 0, 5, 6, 0, 5, 6, 0, 5, 5, 0, 5, 5, 0, 4, 5, 0, 4, 4, 0, 4, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 'N', 'N', 'N']",5,520.151,80.64,2.801,22.15,4.073.043,80.46
,,,,,,10,502.869,77.96,1.554,12.29,3.936.033,77.75
,,,,,,25,497.549,77.14,1.254,9.91,3.893.778,76.92
,,,,,,50,503.394,78.04,1.834,14.5,3.939.957,77.83
,,,,,,100,506.670,78.55,2.558,20.22,3.965.436,78.33
,,,,,,200,537.897,83.39,5.886,46.54,4.211.928,83.2
