Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,5,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 11, 18, 0, 10, 17, 0, 10, 16, 0, 10, 14, 0, 11, 13, 0, 12, 12, 0, 14, 10, 1, 16, 9, 1, 18, 9, 1, 18, 8, 1, 17, 8, 1, 16, 9, 1, 15, 9, 1, 14, 8, 1, 13, 8, 1, 13, 8, 1, 13, 7, 1, 12, 7, 1, 12, 6, 1, 11, 6, 1, 10, 6, 1, 10, 6, 1, 9, 7, 1, 9, 7, 1, 8, 6, 1, 7, 6, 1, 7, 6, 1, 6, 6, 1, 5, 6, 1, 5, 5, 1, 5, 5, 1, 5, 5, 1, 4, 5, 1, 4, 5, 1, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 4, 1, 3, 4, 1, 2, 3, 0, 0, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 12, 5, 0, 12, 10, 0, 11, 10, 0, 11, 10, 0, 10, 9, 0, 9, 9, 0, 9, 9, 0, 9, 9, 0, 9, 8, 0, 9, 8, 0, 9, 8, 0, 9, 8, 0, 10, 8, 0, 10, 8, 0, 11, 8, 0, 11, 9, 0, 11, 8, 0, 10, 8, 0, 9, 7, 0, 8, 7, 1, 7, 7, 1, 6, 7, 1, 5, 7, 1, 5, 7, 1, 5, 7, 1, 5, 8, 1, 5, 8, 1, 5, 8, 1, 5, 7, 1, 6, 7, 1, 6, 7, 1, 6, 8, 1, 7, 8, 1, 7, 8, 1, 7, 7, 1, 7, 7, 1, 7, 6, 1, 7, 5, 1, 7, 5, 1, 7, 4, 1, 6, 4, 1, 6, 4, 1, 6, 4, 1, 5, 3, 1, 4, 3, 1, 3, 3, 1, 3, 3, 1, 3, 4, 1, 2, 4, 1, 2, 3, 1, 2, 2, 0, 2, 1, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 7, 6, 0, 9, 7, 0, 9, 7, 0, 9, 7, 1, 8, 7, 1, 7, 7, 1, 7, 7, 1, 7, 7, 0, 7, 7, 0, 7, 7, 0, 7, 8, 0, 7, 8, 0, 7, 8, 0, 7, 7, 0, 7, 7, 0, 7, 6, 0, 7, 6, 0, 6, 7, 0, 6, 9, 0, 7, 10, 0, 8, 11, 0, 9, 11, 0, 9, 10, 0, 8, 9, 0, 8, 8, 0, 7, 8, 0, 7, 7, 0, 6, 7, 0, 5, 7, 0, 5, 7, 1, 5, 7, 1, 5, 7, 1, 5, 7, 1, 5, 7, 1, 5, 6, 1, 5, 6, 1, 5, 5, 1, 5, 5, 1, 5, 5, 1, 5, 5, 1, 5, 5, 1, 5, 5, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 4, 4, 1, 4, 4, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 2, 1, 3, 2, 1, 3, 2, 1, 4, 2, 1, 3, 3, 1, 3, 3, 1, 'N', 'N', 'N']",5,519.407,80.53,2.801,22.15,4.067.091,80.34
,,,,,,10,502.869,77.96,1.554,12.29,3.936.033,77.75
,,,,,,25,497.549,77.14,1.254,9.91,3.893.778,76.92
,,,,,,50,503.394,78.04,1.834,14.5,3.939.957,77.83
,,,,,,100,506.670,78.55,2.558,20.22,3.965.436,78.33
,,,,,,200,537.897,83.39,5.886,46.54,4.211.928,83.2
,,,,10,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 22, 36, 1, 20, 34, 1, 19, 31, 1, 19, 28, 1, 21, 26, 1, 24, 23, 1, 29, 21, 1, 32, 19, 1, 35, 17, 1, 35, 17, 1, 34, 17, 1, 32, 17, 1, 30, 17, 1, 28, 17, 1, 27, 16, 2, 26, 15, 2, 26, 14, 2, 25, 13, 2, 24, 13, 2, 22, 13, 2, 21, 13, 2, 20, 13, 2, 18, 13, 2, 17, 13, 2, 16, 13, 2, 15, 12, 2, 13, 12, 2, 12, 12, 2, 11, 11, 2, 10, 11, 2, 9, 10, 2, 9, 10, 2, 9, 9, 2, 9, 9, 2, 9, 9, 2, 9, 9, 2, 9, 8, 2, 9, 8, 2, 8, 8, 2, 8, 7, 1, 7, 8, 1, 4, 5, 0, 1, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 24, 11, 1, 23, 20, 1, 23, 20, 1, 21, 19, 1, 20, 19, 1, 19, 19, 1, 18, 18, 1, 17, 17, 1, 17, 17, 1, 17, 16, 1, 18, 16, 1, 18, 16, 1, 20, 16, 1, 21, 17, 1, 22, 17, 1, 22, 17, 1, 21, 16, 1, 20, 15, 1, 18, 15, 1, 15, 14, 1, 13, 13, 1, 12, 13, 1, 11, 13, 1, 11, 14, 1, 10, 15, 2, 10, 15, 2, 10, 15, 2, 10, 15, 2, 11, 15, 2, 11, 14, 2, 12, 15, 2, 13, 15, 2, 13, 15, 2, 14, 15, 2, 14, 14, 2, 14, 13, 2, 14, 12, 2, 14, 11, 2, 14, 10, 2, 13, 9, 2, 13, 8, 2, 12, 8, 2, 11, 7, 2, 10, 7, 2, 8, 7, 2, 7, 7, 2, 6, 7, 2, 5, 7, 2, 4, 8, 2, 4, 7, 2, 4, 3, 1, 3, 1, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 15, 13, 1, 17, 13, 1, 18, 15, 1, 17, 15, 1, 16, 14, 1, 15, 15, 1, 14, 14, 1, 14, 14, 1, 14, 14, 1, 13, 15, 1, 14, 15, 1, 14, 15, 1, 14, 15, 1, 14, 15, 1, 15, 14, 1, 15, 13, 1, 14, 13, 1, 13, 14, 1, 12, 18, 1, 14, 21, 1, 16, 22, 1, 18, 21, 1, 18, 19, 1, 17, 17, 1, 16, 16, 1, 15, 15, 1, 14, 15, 1, 12, 15, 1, 11, 14, 1, 10, 14, 1, 9, 15, 1, 10, 15, 1, 10, 14, 1, 10, 13, 1, 10, 12, 1, 10, 12, 1, 9, 11, 1, 9, 10, 2, 9, 10, 2, 9, 10, 2, 10, 9, 2, 10, 9, 2, 10, 9, 2, 10, 9, 2, 9, 8, 2, 9, 8, 2, 8, 7, 2, 8, 7, 2, 8, 6, 2, 7, 6, 2, 8, 5, 2, 8, 5, 2, 7, 5, 2, 7, 5, 2, 6, 5, 2, 7, 5, 2, 7, 5, 2, 6, 5, 2, 5, 5, 2, 'N', 'N', 'N']",5,510.485,79.14,2.801,22.15,3.995.715,78.93
,,,,,,10,502.626,77.92,1.554,12.29,3.934.089,77.72
,,,,,,25,497.549,77.14,1.254,9.91,3.893.778,76.92
,,,,,,50,503.394,78.04,1.834,14.5,3.939.957,77.83
,,,,,,100,506.670,78.55,2.558,20.22,3.965.436,78.33
,,,,,,200,537.897,83.39,5.886,46.54,4.211.928,83.2
,,,,15,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 33, 54, 1, 29, 51, 1, 29, 47, 1, 29, 43, 1, 32, 38, 1, 36, 35, 1, 43, 31, 2, 48, 28, 2, 53, 26, 2, 53, 25, 2, 52, 25, 2, 48, 26, 2, 44, 26, 2, 42, 25, 2, 40, 24, 2, 39, 23, 3, 39, 21, 3, 37, 20, 3, 35, 19, 3, 33, 19, 3, 31, 19, 3, 29, 19, 3, 28, 20, 3, 26, 20, 3, 24, 19, 3, 22, 19, 3, 20, 18, 3, 18, 17, 3, 16, 17, 3, 15, 16, 3, 14, 15, 3, 14, 14, 3, 13, 14, 3, 13, 14, 3, 13, 13, 3, 13, 13, 3, 13, 12, 3, 13, 12, 3, 12, 11, 2, 12, 11, 2, 10, 11, 2, 6, 8, 1, 1, 2, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 35, 16, 1, 35, 31, 1, 34, 30, 1, 32, 29, 1, 30, 28, 1, 28, 28, 1, 27, 27, 1, 26, 26, 1, 26, 25, 1, 26, 24, 1, 26, 23, 1, 27, 23, 1, 29, 24, 1, 31, 25, 1, 33, 25, 1, 33, 26, 1, 32, 24, 1, 30, 23, 1, 27, 22, 1, 23, 20, 2, 20, 20, 2, 17, 20, 2, 16, 20, 2, 16, 21, 2, 15, 22, 2, 15, 23, 3, 16, 23, 3, 16, 23, 3, 16, 22, 3, 17, 22, 3, 18, 22, 3, 19, 23, 3, 20, 23, 3, 21, 23, 3, 22, 22, 3, 22, 20, 3, 22, 18, 3, 21, 16, 3, 21, 15, 3, 20, 13, 3, 19, 13, 3, 18, 12, 3, 17, 11, 3, 15, 10, 3, 13, 10, 3, 10, 10, 3, 9, 10, 3, 8, 11, 2, 6, 12, 2, 6, 10, 3, 5, 5, 1, 5, 2, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 22, 19, 1, 26, 20, 1, 27, 22, 1, 26, 22, 2, 24, 22, 2, 22, 22, 2, 22, 21, 2, 21, 21, 1, 20, 21, 1, 20, 22, 1, 20, 23, 1, 21, 23, 1, 21, 23, 1, 22, 22, 1, 22, 21, 1, 22, 19, 1, 21, 19, 1, 19, 22, 1, 19, 27, 1, 21, 31, 1, 24, 33, 1, 26, 32, 1, 27, 29, 1, 25, 26, 1, 24, 24, 1, 22, 23, 1, 20, 22, 1, 18, 22, 1, 16, 21, 1, 14, 22, 2, 14, 22, 2, 15, 22, 2, 15, 21, 2, 15, 20, 2, 15, 19, 2, 14, 17, 2, 14, 16, 2, 14, 15, 2, 14, 15, 2, 14, 14, 2, 15, 14, 2, 15, 14, 3, 15, 13, 3, 14, 13, 3, 14, 12, 3, 13, 12, 3, 13, 11, 3, 12, 10, 3, 11, 9, 3, 11, 9, 3, 11, 8, 3, 12, 8, 3, 11, 8, 3, 11, 7, 3, 9, 7, 3, 10, 7, 3, 11, 7, 3, 10, 8, 3, 8, 8, 3, 'N', 'N', 'N']",5,490.247,76.0,2.801,22.15,3.833.811,75.73
,,,,,,10,500.709,77.63,1.554,12.29,3.918.753,77.41
,,,,,,25,497.549,77.14,1.254,9.91,3.893.778,76.92
,,,,,,50,503.394,78.04,1.834,14.5,3.939.957,77.83
,,,,,,100,506.670,78.55,2.558,20.22,3.965.436,78.33
,,,,,,200,537.897,83.39,5.886,46.54,4.211.928,83.2
,,,,20,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 44, 72, 1, 39, 68, 1, 38, 63, 2, 39, 57, 2, 43, 51, 2, 49, 46, 2, 57, 42, 2, 64, 38, 2, 71, 35, 2, 70, 34, 2, 69, 34, 2, 65, 35, 2, 59, 34, 3, 56, 34, 3, 53, 32, 3, 52, 30, 3, 52, 29, 4, 49, 27, 4, 47, 26, 4, 44, 25, 4, 41, 25, 4, 39, 26, 4, 37, 26, 4, 34, 26, 4, 32, 26, 4, 29, 25, 4, 26, 24, 4, 24, 23, 4, 21, 22, 4, 20, 21, 4, 19, 20, 4, 18, 19, 4, 18, 19, 4, 17, 18, 4, 17, 18, 4, 17, 17, 4, 17, 16, 4, 17, 16, 3, 16, 15, 3, 15, 15, 3, 13, 15, 3, 8, 11, 1, 1, 3, 1, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 47, 22, 2, 46, 41, 2, 45, 39, 2, 42, 39, 2, 40, 38, 2, 38, 37, 2, 36, 36, 1, 35, 35, 1, 34, 33, 1, 35, 32, 1, 35, 31, 1, 37, 31, 1, 39, 32, 1, 42, 33, 1, 44, 34, 2, 44, 34, 2, 43, 33, 2, 40, 31, 2, 36, 30, 2, 31, 27, 2, 26, 26, 2, 23, 27, 2, 21, 27, 3, 21, 28, 3, 21, 29, 3, 20, 30, 3, 21, 31, 4, 21, 30, 4, 22, 29, 4, 23, 29, 4, 24, 29, 4, 26, 30, 4, 27, 30, 4, 28, 30, 4, 29, 29, 4, 29, 27, 4, 29, 24, 4, 28, 22, 4, 27, 19, 4, 27, 18, 4, 25, 17, 4, 24, 16, 4, 22, 15, 3, 20, 14, 3, 17, 14, 4, 13, 14, 4, 11, 14, 3, 11, 15, 3, 8, 16, 3, 8, 13, 4, 7, 7, 1, 7, 2, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 30, 25, 2, 34, 26, 2, 36, 30, 2, 34, 30, 2, 32, 29, 2, 30, 29, 2, 29, 29, 2, 28, 28, 2, 27, 29, 2, 27, 29, 2, 27, 30, 2, 27, 31, 2, 28, 30, 2, 29, 29, 2, 29, 27, 2, 29, 25, 2, 28, 25, 2, 26, 29, 2, 25, 36, 2, 28, 42, 2, 33, 44, 1, 35, 42, 1, 35, 39, 1, 34, 35, 1, 32, 32, 1, 30, 30, 2, 27, 30, 2, 24, 29, 2, 21, 29, 2, 19, 29, 2, 19, 29, 2, 19, 29, 2, 20, 28, 3, 20, 27, 3, 20, 25, 3, 19, 23, 3, 18, 22, 3, 18, 20, 3, 18, 20, 3, 19, 19, 3, 19, 19, 3, 20, 18, 3, 20, 18, 3, 19, 17, 4, 19, 17, 4, 18, 16, 4, 17, 15, 4, 16, 14, 3, 15, 12, 4, 15, 12, 4, 15, 11, 4, 16, 11, 4, 15, 10, 4, 14, 9, 4, 12, 9, 4, 13, 10, 4, 14, 10, 4, 13, 10, 4, 10, 11, 4, 'N', 'N', 'N']",5,461.057,71.48,2.801,22.15,3.600.291,71.12
,,,,,,10,494.526,76.67,1.554,12.29,3.869.289,76.44
,,,,,,25,497.369,77.11,1.254,9.91,3.892.338,76.89
,,,,,,50,503.394,78.04,1.834,14.5,3.939.957,77.83
,,,,,,100,506.670,78.55,2.558,20.22,3.965.436,78.33
,,,,,,200,537.897,83.39,5.886,46.54,4.211.928,83.2
,,,,30,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 66, 108, 2, 59, 102, 2, 57, 94, 2, 58, 85, 3, 64, 77, 3, 73, 70, 3, 86, 63, 3, 96, 57, 3, 106, 52, 3, 105, 50, 3, 103, 51, 3, 97, 52, 4, 89, 52, 4, 83, 51, 4, 80, 48, 5, 78, 45, 5, 77, 43, 6, 74, 40, 6, 71, 39, 6, 67, 38, 6, 62, 38, 6, 59, 39, 6, 55, 39, 6, 52, 39, 6, 48, 39, 6, 44, 37, 6, 40, 36, 6, 35, 35, 6, 32, 33, 7, 30, 32, 7, 28, 30, 7, 27, 29, 6, 26, 28, 6, 26, 27, 6, 26, 27, 6, 26, 26, 6, 26, 24, 5, 26, 23, 5, 24, 23, 5, 23, 22, 4, 20, 23, 4, 12, 16, 1, 2, 4, 1, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 71, 32, 2, 69, 61, 3, 68, 59, 3, 63, 58, 3, 60, 57, 2, 57, 56, 2, 54, 54, 2, 52, 52, 2, 52, 50, 2, 52, 48, 2, 53, 47, 2, 55, 47, 2, 59, 48, 2, 63, 50, 2, 66, 51, 2, 67, 51, 3, 64, 49, 3, 60, 46, 3, 54, 44, 3, 46, 41, 3, 40, 40, 3, 35, 40, 4, 32, 40, 4, 32, 43, 4, 31, 44, 5, 31, 45, 5, 31, 46, 6, 31, 45, 6, 33, 44, 6, 34, 43, 6, 36, 44, 6, 38, 45, 6, 40, 46, 6, 42, 45, 6, 43, 43, 6, 43, 40, 6, 43, 36, 6, 42, 32, 6, 41, 29, 6, 40, 27, 6, 38, 25, 5, 36, 24, 5, 33, 22, 5, 31, 21, 5, 25, 21, 5, 20, 21, 6, 17, 21, 5, 16, 22, 5, 13, 24, 5, 13, 20, 6, 11, 10, 2, 10, 4, 1, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 45, 38, 2, 51, 40, 3, 54, 44, 3, 51, 44, 3, 48, 43, 3, 45, 44, 3, 43, 43, 3, 42, 42, 3, 41, 43, 3, 40, 44, 3, 41, 45, 3, 41, 46, 3, 43, 45, 3, 43, 44, 3, 44, 41, 3, 44, 38, 3, 42, 38, 3, 39, 43, 3, 37, 54, 2, 42, 62, 2, 49, 66, 2, 53, 63, 2, 53, 58, 2, 51, 52, 2, 48, 48, 2, 44, 46, 2, 41, 44, 3, 36, 44, 3, 32, 43, 3, 29, 43, 3, 28, 44, 3, 29, 44, 4, 30, 42, 4, 30, 40, 4, 30, 37, 4, 29, 35, 4, 28, 32, 4, 27, 30, 5, 28, 29, 5, 28, 29, 5, 29, 28, 5, 29, 27, 5, 29, 27, 5, 29, 26, 5, 28, 25, 5, 27, 24, 5, 25, 22, 5, 24, 20, 5, 23, 19, 5, 22, 17, 5, 23, 16, 5, 23, 16, 5, 22, 16, 5, 21, 14, 6, 18, 14, 6, 20, 14, 6, 22, 14, 6, 19, 15, 6, 16, 16, 5, 'N', 'N', 'N']",5,393.707,61.04,2.801,22.15,3.061.491,60.48
,,,,,,10,467.094,72.42,1.554,12.29,3.649.833,72.1
,,,,,,25,495.101,76.76,1.254,9.91,3.874.194,76.53
,,,,,,50,502.953,77.97,1.834,14.5,3.936.429,77.76
,,,,,,100,506.670,78.55,2.558,20.22,3.965.436,78.33
,,,,,,200,537.897,83.39,5.886,46.54,4.211.928,83.2
,,,CoderAPCA,0,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N']",5,613.385,95.1,3.000,23.72,4.818.720,95.19
,,,,,,10,630.218,97.7,1.596,12.62,4.954.784,97.88
,,,,,,25,654.450,101.46,682,5.39,5.149.555,101.73
,,,,,,50,687.327,106.56,368,2.91,5.412.888,106.93
,,,,,,100,722.454,112.0,216,1.71,5.694.053,112.48
,,,,,,200,758.516,117.6,125,0.99,5.982.640,118.18
,,,,3,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 7, 11, 0, 6, 10, 0, 6, 9, 0, 6, 9, 0, 6, 8, 0, 7, 7, 0, 9, 6, 0, 10, 6, 0, 11, 5, 0, 11, 5, 0, 10, 5, 0, 10, 5, 0, 9, 5, 0, 8, 5, 0, 8, 5, 0, 8, 5, 1, 8, 4, 1, 7, 4, 1, 7, 4, 1, 7, 4, 1, 6, 4, 1, 6, 4, 1, 6, 4, 1, 5, 4, 1, 5, 4, 1, 4, 4, 1, 4, 4, 1, 4, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 2, 1, 3, 2, 1, 2, 2, 0, 2, 2, 0, 2, 2, 0, 1, 2, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 7, 3, 0, 7, 6, 0, 7, 6, 0, 6, 6, 0, 6, 6, 0, 6, 6, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 6, 5, 0, 6, 5, 0, 7, 5, 0, 7, 5, 0, 6, 5, 0, 6, 5, 0, 5, 4, 0, 5, 4, 0, 4, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 5, 1, 3, 5, 1, 3, 5, 1, 3, 4, 1, 3, 4, 1, 4, 4, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 0, 1, 2, 0, 1, 2, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 4, 4, 0, 5, 4, 0, 5, 4, 0, 5, 4, 0, 5, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 5, 0, 4, 5, 0, 4, 5, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 5, 0, 4, 6, 0, 5, 7, 0, 5, 6, 0, 5, 6, 0, 5, 5, 0, 5, 5, 0, 4, 5, 0, 4, 4, 0, 4, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 'N', 'N', 'N']",5,544.280,84.38,3.000,23.72,4.265.880,84.27
