Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,10,"[0, 49, 79]",5,15.798,78.23,74.780,114.52,26.520,57.54,24.848,49.76
,,,,,,10,16.074,79.59,78.519,120.25,26.288,57.03,23.545,47.15
,,,,,,25,16.788,83.13,82.258,125.98,27.489,59.64,24.318,48.7
,,,,,,50,17.622,87.26,85.997,131.7,29.106,63.15,25.631,51.33
,,,,,,100,18.460,91.41,89.736,137.43,30.723,66.66,26.980,54.03
,,,,,,200,19.298,95.56,93.475,143.15,32.340,70.16,28.329,56.73
,,,,15,"[0, 74, 118]",5,15.147,75.0,74.780,114.52,23.535,51.06,22.624,45.31
,,,,,,10,15.228,75.4,78.519,120.25,22.496,48.81,20.570,41.2
,,,,,,25,15.790,78.19,82.258,125.98,23.052,50.01,20.772,41.6
,,,,,,50,16.562,82.01,85.997,131.7,24.408,52.95,21.850,43.76
,,,,,,100,17.342,85.87,89.736,137.43,25.764,55.9,23.000,46.06
,,,,,,200,18.123,89.74,93.475,143.15,27.120,58.84,24.150,48.36
,,,,20,"[0, 98, 158]",5,14.705,72.82,74.780,114.52,21.645,46.96,20.976,42.01
,,,,,,10,14.641,72.5,78.519,120.25,20.080,43.57,18.292,36.63
,,,,,,25,15.098,74.76,82.258,125.98,20.247,43.93,18.036,36.12
,,,,,,50,15.816,78.32,85.997,131.7,21.384,46.39,18.905,37.86
,,,,,,100,16.556,81.98,89.736,137.43,22.572,48.97,19.900,39.85
,,,,,,200,17.296,85.64,93.475,143.15,23.760,51.55,20.895,41.85
,,,,30,"[0, 147, 236]",5,14.102,69.83,74.780,114.52,18.915,41.04,18.880,37.81
,,,,,,10,13.812,68.39,78.519,120.25,16.384,35.55,15.351,30.74
,,,,,,25,14.116,69.9,82.258,125.98,15.980,34.67,14.454,28.95
,,,,,,50,14.750,73.04,85.997,131.7,16.776,36.4,14.991,30.02
,,,,,,100,15.431,76.41,89.736,137.43,17.689,38.38,15.780,31.6
,,,,,,200,16.113,79.79,93.475,143.15,18.620,40.4,16.569,33.18
,,,CoderCA,0,"[0, 0, 0]",5,24.383,120.74,76.360,116.94,57.315,124.35,61.152,122.47
,,,,,,10,25.816,127.83,80.178,122.79,61.136,132.64,64.974,130.12
,,,,,,25,27.249,134.93,83.996,128.64,64.957,140.93,68.796,137.78
,,,,,,50,28.681,142.02,87.814,134.48,68.778,149.22,72.618,145.43
,,,,,,100,30.114,149.12,91.632,140.33,72.599,157.51,76.440,153.09
,,,,,,200,31.546,156.21,95.450,146.18,76.420,165.8,80.262,160.74
,,,,3,"[0, 15, 24]",5,21.723,107.57,76.360,116.94,48.465,105.15,48.720,97.57
,,,,,,10,22.818,112.99,80.178,122.79,51.280,111.26,50.847,101.83
,,,,,,25,24.052,119.1,83.996,128.64,54.417,118.06,53.766,107.68
,,,,,,50,25.303,125.29,87.814,134.48,57.618,125.01,56.753,113.66
,,,,,,100,26.554,131.49,91.632,140.33,60.819,131.95,59.740,119.64
,,,,,,200,27.805,137.68,95.450,146.18,64.020,138.9,62.727,125.62
,,,,5,"[0, 25, 39]",5,21.023,104.1,76.360,116.94,46.065,99.94,45.520,91.16
,,,,,,10,21.999,108.93,80.178,122.79,48.400,105.01,47.175,94.48
,,,,,,25,23.170,114.73,83.996,128.64,51.425,111.57,49.698,99.53
,,,,,,50,24.370,120.67,87.814,134.48,54.450,118.13,52.459,105.06
,,,,,,100,25.571,126.62,91.632,140.33,57.475,124.7,55.220,110.59
,,,,,,200,26.771,132.56,95.450,146.18,60.500,131.26,57.981,116.12
,,,,10,"[0, 49, 79]",5,19.796,98.02,76.360,116.94,41.655,90.37,40.112,80.33
,,,,,,10,20.461,101.32,80.178,122.79,42.960,93.2,40.307,80.72
,,,,,,25,21.402,105.98,83.996,128.64,45.237,98.15,41.742,83.6
,,,,,,50,22.502,111.42,87.814,134.48,47.898,103.92,44.061,88.24
,,,,,,100,23.601,116.87,91.632,140.33,50.559,109.69,46.380,92.88
,,,,,,200,24.701,122.31,95.450,146.18,53.220,115.46,48.699,97.53
,,,,15,"[0, 74, 118]",5,19.004,94.1,76.360,116.94,38.550,83.64,36.880,73.86
,,,,,,10,19.444,96.28,80.178,122.79,38.944,84.49,36.193,72.48
,,,,,,25,20.258,100.31,83.996,128.64,40.800,88.52,37.026,74.15
,,,,,,50,21.268,105.31,87.814,134.48,43.200,93.73,38.893,77.89
,,,,,,100,22.301,110.43,91.632,140.33,45.600,98.93,40.940,81.99
,,,,,,200,23.335,115.55,95.450,146.18,48.000,104.14,42.987,86.09
,,,,20,"[0, 98, 158]",5,18.517,91.69,76.360,116.94,36.450,79.08,35.088,70.27
,,,,,,10,18.677,92.48,80.178,122.79,35.968,78.04,33.031,66.15
,,,,,,25,19.329,95.71,83.996,128.64,37.298,80.92,33.102,66.29
,,,,,,50,20.278,100.41,87.814,134.48,39.456,85.6,34.713,69.52
,,,,,,100,21.257,105.26,91.632,140.33,41.648,90.36,36.540,73.18
,,,,,,200,22.237,110.11,95.450,146.18,43.840,95.11,38.367,76.84
,,,,30,"[0, 147, 236]",5,17.707,87.68,76.360,116.94,33.090,71.79,31.968,64.02
,,,,,,10,17.645,87.37,80.178,122.79,31.840,69.08,28.900,57.88
,,,,,,25,18.109,89.67,83.996,128.64,32.164,69.78,28.476,57.03
,,,,,,50,18.960,93.88,87.814,134.48,33.912,73.57,29.716,59.51
,,,,,,100,19.864,98.36,91.632,140.33,35.758,77.58,31.280,62.64
,,,,,,200,20.772,102.86,95.450,146.18,37.640,81.66,32.844,65.78
